Datum;Zuletzt;Eröffn.;Hoch;Tief;Vol.;Veränderung
25.08.16;10529,59;10576,56;10576,56;10470,73;54,75M;-0,01
24.08.16;10622,97;10531,14;10653,17;10515,16;62,92M;0
23.08.16;10592,88;10542,95;10627;10516,27;57,65M;0,01
22.08.16;10494,35;10528,88;10656,25;10443,48;60,73M;0
19.08.16;10544,36;10613,23;10618,11;10490,96;75,39M;-0,01
18.08.16;10603,03;10613,08;10625,33;10548,97;55,43M;0,01
17.08.16;10537,67;10694,55;10696,76;10516,05;68,62M;-0,01
16.08.16;10676,65;10666,72;10737,07;10634,68;63,83M;-0,01
15.08.16;10739,21;10719,14;10802,32;10712,13;42,91M;0
12.08.16;10713,43;10718,33;10735,11;10685,52;60,46M;0
11.08.16;10742,84;10687,57;10742,84;10635,42;73,24M;0,01
10.08.16;10650,89;10676,9;10708,25;10635,11;101,11M;0
09.08.16;10692,9;10438,6;10701,33;10433,79;81,92M;0,03
08.08.16;10432,36;10407,5;10478,75;10403,47;66,87M;0,01
05.08.16;10367,21;10242,88;10374,33;10216,64;83,14M;0,01
04.08.16;10227,86;10237,08;10282,17;10182,4;79,20M;0,01
03.08.16;10170,21;10150,13;10189,15;10092,53;89,97M;0
02.08.16;10144,34;10328,87;10330,64;10128,98;124,50M;-0,02
01.08.16;10330,52;10426,36;10459,34;10277,37;84,75M;0
29.07.16;10337,5;10320,82;10355,31;10287,32;94,14M;0,01
28.07.16;10274,93;10309,92;10381,9;10264,39;95,73M;0
27.07.16;10319,55;10314,43;10352,32;10298,4;85,86M;0,01
26.07.16;10247,76;10199,66;10275,41;10150;79,53M;0
25.07.16;10198,24;10155,2;10264,06;10125,22;58,55M;0,01
22.07.16;10147,46;10130,51;10181,24;10073,28;62,72M;0
21.07.16;10156,21;10195,4;10195,65;10090,12;97,53M;0
20.07.16;10142,01;10054,54;10146,71;9991,65;79,71M;0,02
19.07.16;9981,24;10038,95;10050,77;9923,64;69,29M;-0,01
18.07.16;10063,13;10079,03;10160,3;10011,84;70,74M;0
15.07.16;10066,9;10031,18;10098,75;9987,05;89,99M;0
14.07.16;10068,3;10058,49;10109,86;9984,55;100,41M;0,01
13.07.16;9930,71;9941,99;10001,87;9919,41;96,31M;0
12.07.16;9964,07;9850,4;10013,49;9841,11;101,66M;0,01
11.07.16;9833,41;9744,8;9841,86;9690,18;80,80M;0,02
08.07.16;9629,66;9392,2;9655,92;9389,05;97,03M;0,02
07.07.16;9418,78;9437,47;9507,91;9399,69;91,50M;0
06.07.16;9373,26;9449,57;9530,59;9304,01;134,69M;-0,02
05.07.16;9532,61;9656,05;9659,41;9506,84;97,70M;-0,02
04.07.16;9709,09;9797,66;9808,99;9701,15;79,93M;-0,01
01.07.16;9776,12;9742,84;9806,47;9657,63;101,97M;0,01
30.06.16;9680,09;9566,07;9695,59;9513,52;136,90M;0,01
29.06.16;9612,27;9557,69;9640,39;9506,29;115,82M;0,02
28.06.16;9447,28;9458,38;9554,41;9419,38;136,52M;0,02
27.06.16;9268,66;9516,92;9589,28;9214,1;209,92M;-0,03
24.06.16;9557,16;9237,62;9720,12;9226,15;325,19M;-0,07
23.06.16;10257,03;10122,47;10340,84;10104,92;110,23M;0,02
22.06.16;10071,06;10084,74;10149,81;10043,68;80,46M;0,01
21.06.16;10015,54;9943,84;10051,07;9930,1;83,05M;0,01
20.06.16;9962,02;9850,59;9996,56;9850,59;94,35M;0,03
17.06.16;9631,36;9620,92;9705,29;9578,15;145,90M;0,01
16.06.16;9550,47;9480,43;9582,38;9432,87;101,53M;-0,01
15.06.16;9606,71;9589,47;9665,21;9567,15;95,30M;0,01
14.06.16;9519,2;9595,17;9620,84;9507,51;102,84M;-0,01
13.06.16;9657,44;9715,78;9755,23;9657,44;102,33M;-0,02
10.06.16;9834,62;10024,69;10026,49;9819,12;109,16M;-0,03
09.06.16;10088,87;10184,48;10187,07;10050,03;108,38M;-0,01
08.06.16;10217,03;10246,49;10266,37;10177,44;75,77M;-0,01
07.06.16;10287,68;10196,17;10312,53;10183,19;78,49M;0,02
06.06.16;10121,08;10105,09;10148,96;10092,86;55,12M;0
03.06.16;10103,26;10237,58;10282,72;10040,87;85,88M;-0,01
02.06.16;10208;10199,2;10241,75;10156,86;63,12M;0
01.06.16;10204,44;10242,78;10283,82;10160,24;79,53M;-0,01
31.05.16;10262,74;10356,14;10365,24;10243,22;91,59M;-0,01
30.05.16;10333,23;10293,43;10338,41;10286,33;35,40M;0
27.05.16;10286,31;10257,91;10298,76;10241,98;64,41M;0
26.05.16;10272,71;10213,87;10286,23;10207,09;74,69M;0,01
25.05.16;10205,21;10143,37;10233,06;10130,68;97,69M;0,01
24.05.16;10057,31;9798,94;10077,65;9773,8;85,24M;0,02
23.05.16;9842,29;9891,38;9971,74;9811,74;76,90M;-0,01
20.05.16;9916,02;9878,49;9921,59;9852,71;78,26M;0,01
19.05.16;9795,89;9847,64;9899,86;9773,72;93,39M;-0,01
18.05.16;9943,23;9828,05;9946,27;9811,86;76,85M;0,01
17.05.16;9890,19;10016,79;10080,31;9846,91;98,58M;-0,01
13.05.16;9952,9;9794,83;9979,93;9767,94;85,10M;0,01
12.05.16;9862,12;9899,9;10078,19;9838,12;103,14M;-0,01
11.05.16;9975,32;10055,4;10055,7;9950,11;97,29M;-0,01
10.05.16;10045,44;10057,53;10106,93;9994,58;83,01M;0,01
09.05.16;9980,49;9929,19;10068,53;9878,71;80,19M;0,01
06.05.16;9869,95;9805,39;9917,63;9737;89,84M;0
05.05.16;9851,86;9849,7;9921,37;9805,55;71,08M;0
04.05.16;9828,25;9925,25;9959,42;9812,73;102,91M;-0,01
03.05.16;9926,77;10052,55;10061,95;9918,43;129,50M;-0,02
02.05.16;10123,27;10091,17;10153,9;10066,34;62,29M;0,01
29.04.16;10038,97;10235,47;10252,08;10038,97;112,47M;-0,03
28.04.16;10321,15;10222,11;10331,93;10125,52;93,06M;0
27.04.16;10299,83;10283,1;10323,25;10220,57;99,07M;0
26.04.16;10259,59;10359,77;10385,23;10213,55;79,90M;0
25.04.16;10294,35;10379,16;10399,3;10233,42;75,16M;-0,01
22.04.16;10373,49;10377,22;10422,86;10324,83;83,53M;-0,01
21.04.16;10435,73;10456,99;10474,38;10341,97;101,41M;0
20.04.16;10421,29;10312,64;10440,13;10304,14;96,32M;0,01
19.04.16;10349,59;10170,18;10370,8;10150,67;99,46M;0,02
18.04.16;10120,31;9933,7;10147,85;9920,9;68,56M;0,01
15.04.16;10051,57;10063,89;10070,04;10020,34;81,97M;0
14.04.16;10093,65;10042,28;10098,44;10016,17;82,08M;0,01
13.04.16;10026,1;9901,13;10026,1;9893,42;106,64M;0,03
12.04.16;9761,47;9716,75;9770,47;9617,83;75,91M;0,01
11.04.16;9682,99;9595,56;9751,93;9524,66;78,48M;0,01
08.04.16;9622,26;9576,4;9675,03;9572,57;78,33M;0,01
07.04.16;9530,62;9648,55;9702,18;9484,75;83,21M;-0,01
06.04.16;9624,51;9582,46;9635,91;9505,9;92,59M;0,01
05.04.16;9563,36;9647,81;9661,3;9553,17;93,71M;-0,03
04.04.16;9822,08;9789,77;9907,05;9732,82;73,48M;0
01.04.16;9794,64;9833,26;9851,31;9675,5;97,64M;-0,02
31.03.16;9965,51;9997,44;10021,34;9947,02;84,53M;-0,01
30.03.16;10046,61;9951,68;10097,7;9947,26;89,49M;0,02
29.03.16;9887,94;9900,88;9947,03;9808,48;67,56M;0
24.03.16;9851,35;9974,6;9977,99;9845,37;73,41M;-0,02
23.03.16;10022,93;10046,94;10112,17;9964,63;83,25M;0
22.03.16;9990;9836,28;9990;9762,57;81,63M;0
21.03.16;9948,64;9893,26;10095,46;9863,83;78,95M;0
18.03.16;9950,8;9905,67;9961,48;9822,52;209,13M;0,01
17.03.16;9892,2;10051,69;10055,29;9753,04;114,65M;-0,01
16.03.16;9983,41;9971,04;10021,7;9917,92;93,64M;0,01
15.03.16;9933,85;9941,46;9973,58;9890,12;77,98M;-0,01
14.03.16;9990,26;9948,21;10039,61;9936,06;91,44M;0,02
11.03.16;9831,13;9672,05;9833,9;9642,79;118,96M;0,04
10.03.16;9498,15;9697,64;9995,84;9498,15;177,50M;-0,02
09.03.16;9723,09;9700,16;9838,95;9679,19;100,90M;0
08.03.16;9692,82;9688,47;9785,05;9617,69;95,75M;-0,01
07.03.16;9778,93;9764,08;9803,73;9690;78,15M;0
04.03.16;9824,17;9800,86;9899,11;9742,76;93,45M;0,01
03.03.16;9751,92;9807,06;9808,52;9709,68;85,25M;0
02.03.16;9776,62;9780,84;9837,11;9695,98;106,45M;0,01
01.03.16;9717,16;9482,66;9719,02;9471,09;99,54M;0,02
29.02.16;9495,4;9424,93;9498,57;9332,42;93,79M;0
26.02.16;9513,3;9454,52;9576,88;9436,33;98,62M;0,02
25.02.16;9331,48;9277,02;9391,31;9199,09;98,94M;0,02
24.02.16;9167,8;9396,48;9415,33;9125,19;102,28M;-0,03
23.02.16;9416,77;9503,12;9535,12;9405,22;89,94M;-0,02
22.02.16;9573,59;9481,37;9581,45;9477,69;93,88M;0,02
19.02.16;9388,05;9420,51;9474,02;9319,1;109,84M;-0,01
18.02.16;9463,64;9428,01;9551,87;9349,95;123,80M;0,01
17.02.16;9377,21;9174,28;9394,62;9156,14;128,61M;0,03
16.02.16;9135,11;9242,75;9269,06;9079,19;106,01M;-0,01
15.02.16;9206,84;9163,54;9249,46;9134,76;127,18M;0,03
12.02.16;8967,51;8854,4;8967,51;8815,77;160,47M;0,02
11.02.16;8752,87;8887,89;8899,57;8699,29;153,64M;-0,03
10.02.16;9017,29;8937,98;9128,54;8875,45;136,82M;0,02
09.02.16;8879,4;8980,71;9041,9;8772,88;159,80M;-0,01
08.02.16;8979,36;9329,87;9337,52;8937,98;154,47M;-0,03
05.02.16;9286,23;9375,29;9469,71;9250,84;134,86M;-0,01
04.02.16;9393,36;9522,67;9539,92;9270,09;133,77M;0
03.02.16;9434,82;9541,53;9577,2;9350,98;125,09M;-0,02
02.02.16;9581,04;9721,18;9729,23;9536,97;107,86M;-0,02
01.02.16;9757,88;9823,73;9827,1;9638,58;92,73M;0
29.01.16;9798,11;9772,58;9798,38;9656,36;117,17M;0,02
28.01.16;9639,59;9826,28;9905,08;9594,8;117,74M;-0,02
27.01.16;9880,82;9781,42;9880,82;9728,64;91,93M;0,01
26.01.16;9822,75;9599,56;9867,18;9563,64;113,63M;0,01
25.01.16;9736,15;9790,44;9800,49;9681,7;94,41M;0
22.01.16;9764,88;9762,55;9837,62;9704,9;127,52M;0,02
21.01.16;9574,16;9400,69;9656,33;9348,74;147,73M;0,02
20.01.16;9391,64;9430,13;9490,45;9314,57;138,21M;-0,03
19.01.16;9664,21;9722,64;9756,14;9626,65;102,83M;0,02
18.01.16;9521,85;9542,6;9657,94;9457,95;91,28M;0
15.01.16;9545,27;9778,36;9832,92;9459,09;146,40M;-0,03
14.01.16;9794,2;9836,85;9884,27;9614,77;137,02M;-0,02
13.01.16;9960,96;10112,35;10164,05;9929,07;93,64M;0
12.01.16;9985,43;9832,82;10092,67;9832,82;99,68M;0,02
11.01.16;9825,07;9814,04;9978,69;9813,02;92,55M;0
08.01.16;9849,34;10010,47;10122,46;9849,34;98,63M;-0,01
07.01.16;9979,85;10144,17;10145,47;9810,47;128,03M;-0,02
06.01.16;10214,02;10288,68;10288,68;10094,18;90,47M;-0,01
05.01.16;10310,1;10373,27;10384,26;10173,52;84,89M;0
04.01.16;10283,44;10485,81;10485,91;10248,58;119,84M;-0,04
30.12.15;10743,01;10855,17;10857,43;10743,01;35,24M;-0,01
29.12.15;10860,14;10744,96;10860,14;10731,63;53,35M;0,02
28.12.15;10653,91;10748,37;10756,17;10627,46;35,34M;-0,01
23.12.15;10727,64;10623,56;10743,32;10595,27;71,41M;0,02
22.12.15;10488,75;10598,19;10623,98;10400,61;61,73M;0
21.12.15;10497,77;10607,2;10796,03;10497,77;79,43M;-0,01
18.12.15;10608,19;10639,98;10735,85;10543,05;197,07M;-0,01
17.12.15;10738,12;10685,3;10829,62;10656,39;115,51M;0,03
16.12.15;10469,26;10476,06;10572,55;10423,78;84,33M;0
15.12.15;10450,38;10239,8;10482,75;10237,48;101,82M;0,03
14.12.15;10139,34;10406,71;10448,65;10122,95;97,32M;-0,02
11.12.15;10340,06;10572,86;10596,03;10294,25;105,12M;-0,02
10.12.15;10598,93;10547,52;10662,77;10500,03;80,13M;0
09.12.15;10592,49;10719,7;10719,7;10554,54;88,87M;-0,01
08.12.15;10673,6;10872,68;10895,5;10616,24;91,02M;-0,02
07.12.15;10886,09;10832,42;10992,55;10806,52;72,01M;0,01
04.12.15;10752,1;10770,16;10814,82;10632,77;111,67M;0
03.12.15;10789,24;11173,79;11318,8;10780,63;159,63M;-0,04
02.12.15;11190,02;11301,51;11329,79;11188,03;87,50M;-0,01
01.12.15;11261,24;11422,47;11430,38;11235,97;111,66M;-0,01
30.11.15;11382,23;11268,31;11430,87;11253,37;95,92M;0,01
27.11.15;11293,76;11277,91;11354,01;11247,14;63,97M;0
26.11.15;11320,77;11180,94;11366,37;11176,56;88,74M;0,01
25.11.15;11169,54;10958,4;11186,68;10921,71;86,83M;0,02
24.11.15;10933,99;11064,78;11064,96;10869,2;86,97M;-0,01
23.11.15;11092,31;11105,92;11126,34;11049,99;61,69M;0
20.11.15;11119,83;11123,81;11164,3;11049,35;78,61M;0
19.11.15;11085,44;11061,88;11150,74;11045,53;77,56M;0,01
18.11.15;10959,95;10901,74;10989,55;10877,6;63,45M;0
17.11.15;10971,04;10810,92;10971,04;10782,91;76,12M;0,02
16.11.15;10713,23;10609,14;10763,65;10608,83;65,21M;0
13.11.15;10708,4;10764,57;10811,78;10607,46;85,25M;-0,01
12.11.15;10782,63;10895,74;10957,61;10735,17;97,22M;-0,01
11.11.15;10907,87;10843,68;10994,54;10843,68;82,51M;0,01
10.11.15;10832,52;10846,96;10863,56;10728,95;80,06M;0
09.11.15;10815,45;10993,24;10995,48;10807,17;75,76M;-0,02
06.11.15;10988,03;10872,98;11055,45;10843,48;92,25M;0,01
05.11.15;10887,74;10847,5;10963,9;10784,28;94,79M;0
04.11.15;10845,24;10957,06;10990,72;10825,55;99,25M;-0,01
03.11.15;10951,15;10945,35;10972,28;10883,94;84,57M;0
02.11.15;10950,67;10749,98;10977,18;10744,37;95,95M;0,01
30.10.15;10850,14;10842,52;10850,58;10748,7;92,03M;0
29.10.15;10800,84;10867,19;10886,98;10741,14;126,30M;0
28.10.15;10831,96;10728,16;10848,41;10691,63;79,92M;0,01
27.10.15;10692,19;10761,37;10807,41;10692,19;83,82M;-0,01
26.10.15;10801,34;10791,18;10863,09;10756,83;75,35M;0
23.10.15;10794,54;10610,33;10847,47;10586,96;120,12M;0,03
22.10.15;10491,97;10213,01;10508,25;10194,74;110,84M;0,02
21.10.15;10238,1;10185,42;10277,59;10107,92;72,19M;0,01
20.10.15;10147,68;10174,8;10194,53;10080,19;69,31M;0
19.10.15;10164,31;10084,61;10205,03;10084,61;68,18M;0,01
16.10.15;10104,43;10128,81;10166,79;10058,53;100,19M;0
15.10.15;10064,8;9999,64;10088,47;9957,39;91,56M;0,02
14.10.15;9915,85;9948,49;10036,23;9890,46;98,82M;-0,01
13.10.15;10032,82;10106,67;10107,86;9939,96;102,17M;-0,01
12.10.15;10119,83;10128,49;10187,09;10057,59;105,14M;0
09.10.15;10096,6;10100,78;10146,88;10049,39;105,25M;0,01
08.10.15;9993,07;9942,78;10027,42;9911,05;103,51M;0
07.10.15;9970,4;9968,56;10093,1;9932,42;118,89M;0,01
06.10.15;9902,83;9804,42;9957,92;9730,41;99,02M;0,01
05.10.15;9814,79;9691,65;9854,77;9647,17;121,33M;0,03
02.10.15;9553,07;9606,59;9667,54;9396,34;126,69M;0
01.10.15;9509,25;9757,04;9788,27;9471,36;115,44M;-0,02
30.09.15;9660,44;9674,61;9732,54;9596,95;113,18M;0,02
29.09.15;9450,4;9346,04;9536,63;9325,05;116,11M;0
28.09.15;9483,55;9633,68;9677,25;9479,4;106,34M;-0,02
25.09.15;9688,53;9594,53;9745,77;9585,33;124,07M;0,03
24.09.15;9427,64;9599,91;9707,69;9362,28;156,74M;-0,02
23.09.15;9612,62;9578,1;9712,46;9492,86;116,04M;0
22.09.15;9570,66;9974,41;9974,8;9558,96;154,64M;-0,04
21.09.15;9948,51;9837,13;10000,62;9785,11;117,88M;0
18.09.15;9916,16;10177,58;10180,55;9861,51;284,56M;-0,03
17.09.15;10229,58;10269,32;10273,27;10208,51;120,02M;0
16.09.15;10227,21;10288,39;10336,2;10173,96;122,17M;0
15.09.15;10188,13;10154,76;10244,86;10070,16;141,96M;0,01
14.09.15;10131,74;10112,9;10225,37;10084,87;77,50M;0
11.09.15;10123,56;10243,4;10243,4;10079,03;83,25M;-0,01
10.09.15;10210,44;10216,02;10326,53;10157,37;104,45M;-0,01
09.09.15;10303,12;10489,29;10512,61;10301,18;99,94M;0
08.09.15;10271,36;10198,6;10371,9;10198,45;99,16M;0,02
07.09.15;10108,61;10148,8;10184,57;10055,14;56,07M;0,01
04.09.15;10038,04;10216,17;10216,17;9996,16;137,39M;-0,03
03.09.15;10317,84;10161,36;10380,36;10145,73;118,78M;0,03
02.09.15;10048,05;10060,31;10122,27;9962,25;92,31M;0
01.09.15;10015,57;10073,74;10119,53;9928,65;119,37M;-0,02
31.08.15;10259,46;10200,98;10273,5;10132,15;78,18M;0
28.08.15;10298,53;10335,92;10336,92;10186,07;78,73M;0
27.08.15;10315,62;10271,33;10382,95;10222,04;108,34M;0,03
26.08.15;9997,43;9956,85;10159,99;9853,12;139,04M;-0,01
25.08.15;10128,12;9816,59;10185,88;9748,92;213,16M;0,05
24.08.15;9648,43;9805,72;9935,53;9338,2;294,38M;-0,05
21.08.15;10124,52;10228,7;10437,28;10124,52;157,94M;-0,03
20.08.15;10432,19;10593,28;10654,55;10400,99;110,74M;-0,02
19.08.15;10682,15;10819,85;10848,84;10681,36;84,62M;-0,02
18.08.15;10915,92;10916,71;10976,04;10883,11;60,55M;0
17.08.15;10940,33;11044,75;11113,79;10818,71;71,13M;0
14.08.15;10985,14;11010,5;11093,07;10911,19;69,22M;0
13.08.15;11014,63;11098,17;11153,96;10980,86;88,82M;0,01
12.08.15;10924,61;11151,72;11153,64;10892,88;120,52M;-0,03
11.08.15;11293,65;11548;11561;11278,71;87,07M;-0,03
10.08.15;11604,78;11545,63;11618,3;11431,76;61,25M;0,01
07.08.15;11490,83;11561,37;11582,9;11484,85;62,07M;-0,01
06.08.15;11585,1;11605,59;11669,86;11574,97;69,56M;0
05.08.15;11636,3;11503,21;11655,74;11497,92;76,08M;0,02
04.08.15;11456,07;11408,23;11476,9;11380,81;68,76M;0
03.08.15;11443,72;11295,5;11460,4;11248,27;80,39M;0,01
31.07.15;11308,99;11271,31;11308,99;11173,17;85,13M;0
30.07.15;11257,15;11305,46;11313,27;11140,65;96,92M;0
29.07.15;11211,85;11249,3;11253,56;11123,25;72,18M;0
28.07.15;11173,91;11129,91;11242,43;11068,31;75,65M;0,01
27.07.15;11056,4;11287,77;11297,5;11052,86;88,79M;-0,03
24.07.15;11347,45;11467,83;11542,9;11334,77;68,50M;-0,01
23.07.15;11512,11;11611,42;11614,76;11453,62;65,09M;0
22.07.15;11520,67;11511,19;11589,64;11486,31;70,08M;-0,01
21.07.15;11604,8;11760;11773,49;11583,88;65,38M;-0,01
20.07.15;11735,72;11679,47;11802,37;11678,13;62,91M;0,01
17.07.15;11673,42;11747,47;11753,18;11649,94;69,95M;0
16.07.15;11716,76;11624,48;11787,58;11607,14;86,47M;0,02
15.07.15;11539,66;11508,34;11566,02;11475,96;66,69M;0
14.07.15;11516,9;11456,54;11519,36;11414,39;67,81M;0
13.07.15;11484,38;11489,17;11506,98;11421,82;91,89M;0,01
10.07.15;11315,63;11170,71;11339,78;11149,27;104,80M;0,03
09.07.15;10996,41;10795,11;11035,04;10784,47;86,43M;0,02
08.07.15;10747,3;10710,29;10802,8;10652,79;94,42M;0,01
07.07.15;10676,78;10930,02;10946,87;10663,99;107,40M;-0,02
06.07.15;10890,63;10825,06;10996,45;10823,55;101,56M;-0,02
03.07.15;11058,39;11082,04;11123,18;11005,76;65,58M;0
02.07.15;11099,35;11191,28;11229,01;11078,59;77,18M;-0,01
01.07.15;11180,5;11050,32;11283,76;10979,21;122,76M;0,02
30.06.15;10944,97;11058,04;11137,14;10897,97;135,59M;-0,01
29.06.15;11083,2;11404,71;11409,81;10964,24;134,21M;-0,04
26.06.15;11492,43;11387,13;11561,83;11373,44;94,56M;0
25.06.15;11473,13;11410,62;11594,24;11352,4;75,83M;0
24.06.15;11471,26;11566,35;11589,35;11364,45;94,71M;-0,01
23.06.15;11542,54;11552,96;11635,85;11517,12;88,93M;0,01
22.06.15;11460,5;11138,71;11470,25;11138,55;119,29M;0,04
19.06.15;11040,1;11121,3;11246,27;10997,9;212,14M;-0,01
18.06.15;11100,3;10937,67;11109,76;10806,15;100,03M;0,01
17.06.15;10978,01;11066,75;11115,38;10947,37;83,26M;-0,01
16.06.15;11044,01;10910,01;11074,34;10797,85;88,93M;0,01
15.06.15;10984,97;11053,21;11090,71;10952,74;80,60M;-0,02
12.06.15;11196,49;11286,56;11365,92;11069,36;88,90M;-0,01
11.06.15;11332,78;11242,87;11452,94;11236,58;92,25M;0,01
10.06.15;11265,39;10970,41;11299,61;10939,51;102,70M;0,02
09.06.15;11001,29;11025,08;11071,61;10864,68;102,71M;-0,01
08.06.15;11064,92;11131,86;11224,56;11059,16;98,83M;-0,01
05.06.15;11197,15;11241,43;11287,2;11155,01;91,47M;-0,01
04.06.15;11340,6;11370,57;11449,7;11187,43;106,48M;-0,01
03.06.15;11419,62;11359,8;11515,21;11300,36;88,11M;0,01
02.06.15;11328,8;11467,07;11467,07;11270,57;88,14M;-0,01
01.06.15;11436,05;11462,97;11510,93;11345,1;75,69M;0
29.05.15;11413,82;11685,66;11704,39;11403,82;124,44M;-0,02
28.05.15;11677,57;11716,08;11773,79;11605,99;84,03M;-0,01
27.05.15;11771,13;11647,04;11790,35;11595,12;100,90M;0,01
26.05.15;11625,13;11841,48;11920,31;11586,35;96,67M;-0,02
25.05.15;11815,01;11881,49;11881,81;11792,31;;0
22.05.15;11815,01;11881,49;11881,81;11792,31;64,15M;0
21.05.15;11864,59;11815,43;11868,7;11758,81;71,40M;0
20.05.15;11848,47;11858,47;11871,49;11780,02;68,49M;0
19.05.15;11853,33;11709,87;11873,28;11706,85;99,88M;0,02
18.05.15;11594,28;11464,8;11594,96;11378,86;78,74M;0,01
15.05.15;11447,03;11593,2;11632,36;11383,23;97,76M;-0,01
14.05.15;11559,82;11299,19;11579,8;11218,54;72,93M;0,02
13.05.15;11351,46;11532,97;11596,47;11301,63;108,12M;-0,01
12.05.15;11472,41;11557,97;11565,2;11377,35;104,69M;-0,02
11.05.15;11673,35;11674,52;11702,13;11622,02;73,18M;0
08.05.15;11709,73;11483,07;11710,41;11415,29;111,16M;0,03
07.05.15;11407,97;11265,13;11437,57;11167,55;119,25M;0,01
06.05.15;11350,15;11377,58;11457,93;11239,86;101,73M;0
05.05.15;11327,68;11576,12;11751,22;11322,62;121,58M;-0,03
04.05.15;11619,85;11506,84;11656,89;11411,77;80,33M;0,01
30.04.15;11454,38;11440,79;11570,64;11331,37;126,69M;0
29.04.15;11432,72;11864,4;11885,05;11410,54;134,68M;-0,03
28.04.15;11811,66;12035,56;12047,38;11743,78;125,62M;-0,02
27.04.15;12039,16;11881,25;12050,71;11729,04;103,02M;0,02
24.04.15;11810,85;11783,56;11881,05;11711,1;84,71M;0,01
23.04.15;11723,58;11887,14;11940,21;11675,58;89,48M;-0,01
22.04.15;11867,37;11984,39;12041,38;11787,22;81,50M;-0,01
21.04.15;11939,58;11994,82;12079,03;11913,36;80,15M;0
20.04.15;11891,91;11736,4;11903,7;11727,02;73,53M;0,02
17.04.15;11688,7;11942,36;12019,75;11674,59;136,93M;-0,03
16.04.15;11998,86;12224,76;12227,59;11997,75;97,99M;-0,02
15.04.15;12231,34;12220,1;12326,14;12214,81;69,85M;0
14.04.15;12227,6;12306,36;12339,81;12181,2;73,46M;-0,01
13.04.15;12338,73;12357,27;12388,13;12326,71;62,63M;0
10.04.15;12374,73;12226,98;12390,75;12214,51;80,85M;0,02
09.04.15;12166,44;12099,43;12166,44;12047,91;60,31M;0,01
08.04.15;12035,86;12109,85;12122,32;12017,8;72,02M;-0,01
07.04.15;12123,52;12057,34;12149,31;12035,7;91,11M;0,01
02.04.15;11967,39;11991,62;12020,11;11948,83;70,76M;0
01.04.15;12001,38;11902,92;12112,98;11880,19;93,23M;0
31.03.15;11966,17;12054,2;12119,71;11943,12;87,38M;-0,01
30.03.15;12086,01;11927,14;12090,14;11922,71;75,16M;0,02
27.03.15;11868,33;11920,22;11954,09;11799,03;88,50M;0
26.03.15;11843,68;11736,34;11849,39;11619,72;120,05M;0
25.03.15;11865,32;11995,09;12022,84;11858,23;84,59M;-0,01
24.03.15;12005,69;11821,21;12030,59;11797,67;104,21M;0,01
23.03.15;11895,84;11984,79;11985,11;11858,1;88,39M;-0,01
20.03.15;12039,37;11942,16;12087,61;11926,86;181,43M;0,01
19.03.15;11899,4;11897,48;12001,13;11787,3;110,43M;0
18.03.15;11922,77;12002,24;12017,91;11814,48;114,36M;0
17.03.15;11980,85;12163,08;12195,58;11930,54;104,12M;-0,02
16.03.15;12167,72;11955,82;12219,05;11955,33;112,37M;0,02
13.03.15;11901,61;11845,9;11903,33;11744,93;104,89M;0,01
12.03.15;11799,39;11795,91;11830,14;11754,9;119,85M;0
11.03.15;11805,99;11531,55;11822,53;11531,55;107,89M;0,03
10.03.15;11500,38;11555,97;11577,75;11402,67;93,04M;-0,01
09.03.15;11582,11;11510,35;11586,94;11461,86;70,12M;0
06.03.15;11550,97;11513,89;11600,37;11495,2;83,01M;0
05.03.15;11504,01;11427,64;11532,82;11409,05;83,13M;0,01
04.03.15;11390,38;11317,24;11390,38;11193,3;79,99M;0,01
03.03.15;11280,36;11424,67;11465,23;11280,36;84,80M;-0,01
02.03.15;11410,36;11408,28;11455,08;11362,88;80,28M;0
27.02.15;11401,66;11337,11;11401,66;11301,34;94,06M;0,01
26.02.15;11327,19;11206,66;11330,63;11187;85,07M;0,01
25.02.15;11210,27;11208,27;11225,6;11174,78;80,92M;0
24.02.15;11205,74;11128,17;11228,37;11090,73;82,59M;0,01
23.02.15;11130,92;11150,47;11158,55;11069,77;76,63M;0,01
20.02.15;11050,64;10976,77;11081,81;10946,9;136,03M;0
19.02.15;11001,94;10932,49;11022,26;10874,97;88,00M;0
18.02.15;10961;10931,72;10980,98;10909,6;70,94M;0,01
17.02.15;10895,62;10847,73;10921,26;10765,02;77,40M;0
16.02.15;10923,23;10946,88;10963,49;10909,49;62,00M;0
13.02.15;10963,4;10952,39;11013,85;10948,49;99,48M;0
12.02.15;10919,65;10746,91;10955,45;10746,91;107,10M;0,02
11.02.15;10752,11;10765;10791,59;10696,78;69,85M;0
10.02.15;10753,83;10675,59;10797,46;10594,32;93,68M;0,01
09.02.15;10663,51;10765,21;10767,22;10614,12;102,80M;-0,02
06.02.15;10846,39;10866,2;10877,67;10802,89;78,68M;-0,01
05.02.15;10905,41;10840,79;10926,73;10822,75;87,66M;0
04.02.15;10911,32;10892,5;10912,24;10803,1;98,69M;0
03.02.15;10890,95;10867,61;10984,69;10860,03;134,34M;0,01
02.02.15;10828,01;10719,18;10828,01;10677,39;100,49M;0,01
30.01.15;10694,32;10801,38;10804,04;10642,59;108,71M;0
29.01.15;10737,87;10666,43;10743,57;10607,72;100,31M;0
28.01.15;10710,97;10719,4;10728,83;10552,76;113,07M;0,01
