Datum;Zuletzt;Eröffn.;Hoch;Tief;Vol.;Veränderung
30.12.22;13923,59;14005,84;14008,97;13922,55;24,35M;-0,01
29.12.22;14071,72;13890,81;14071,72;13871,32;30,73M;0,01
28.12.22;13925,6;14013,72;14018,47;13914,62;27,58M;-0,01
27.12.22;13995,1;14047,42;14063,14;13966,35;22,98M;0
23.12.22;13940,93;13945,59;14000,68;13874,5;28,74M;0
22.12.22;13914,07;14113,01;14160,87;13890,54;42,89M;-0,01
21.12.22;14097,82;13944,69;14099,75;13912,17;44,59M;0,02
20.12.22;13884,66;13829,9;13931,29;13791,52;56,02M;0
19.12.22;13942,87;13934,75;14001,37;13927,05;48,85M;0
16.12.22;13893,07;13978,44;14011,26;13815,24;168,81M;-0,01
15.12.22;13986,23;14351,31;14363,12;13982,59;87,47M;-0,03
14.12.22;14460,2;14453,54;14470,74;14375,95;59,75M;0
13.12.22;14497,89;14345,88;14675,84;14302,49;68,06M;0,01
12.12.22;14306,63;14300,43;14366,39;14262,6;46,46M;0
09.12.22;14370,72;14325,8;14385,57;14217,96;52,57M;0,01
08.12.22;14264,56;14277,75;14298,81;14196,77;47,36M;0
07.12.22;14261,19;14304,95;14372,35;14218,18;52,79M;-0,01
06.12.22;14343,19;14406,87;14471,5;14305,26;50,93M;-0,01
05.12.22;14447,61;14487,43;14507,16;14394,37;50,08M;-0,01
02.12.22;14529,39;14465,7;14584,59;14372,42;55,19M;0
01.12.22;14490,3;14543,8;14563,7;14423,79;61,60M;0,01
30.11.22;14397,04;14429,22;14487,7;14363,32;97,64M;0
29.11.22;14355,45;14404,67;14429,87;14327,04;51,09M;0
28.11.22;14383,36;14471,1;14514,73;14374,15;53,34M;-0,01
25.11.22;14541,38;14547,58;14571,66;14498,05;46,22M;0
24.11.22;14539,56;14456,15;14570,71;14447,55;50,50M;0,01
23.11.22;14427,59;14438,2;14446,33;14363,51;51,12M;0
22.11.22;14422,35;14352,54;14485,49;14343,8;50,37M;0
21.11.22;14379,93;14395,53;14425,95;14321,84;48,08M;0
18.11.22;14431,86;14320,61;14457,76;14300,21;93,25M;0,01
17.11.22;14266,38;14348,46;14384,54;14149,7;58,05M;0
16.11.22;14234,03;14374,86;14382,62;14195,31;76,20M;-0,01
15.11.22;14378,51;14372,42;14440,78;14266,42;77,96M;0
14.11.22;14313,3;14295,81;14431,18;14243,35;72,41M;0,01
11.11.22;14224,86;14179,39;14263,53;14172,47;103,68M;0,01
10.11.22;14146,09;13603,79;14157,25;13599,35;114,86M;0,04
09.11.22;13666,32;13653,98;13691,12;13557,08;64,01M;0
08.11.22;13688,75;13506,65;13689,61;13487,91;60,73M;0,01
07.11.22;13533,52;13398,79;13611,3;13391;56,99M;0,01
04.11.22;13459,85;13201,24;13542,35;13193,51;76,64M;0,03
03.11.22;13130,19;13130,97;13194,32;13022,64;52,29M;-0,01
02.11.22;13256,74;13369,33;13398,64;13255,07;54,43M;-0,01
01.11.22;13338,74;13344,85;13444,07;13287,07;51,44M;0,01
31.10.22;13253,74;13254,31;13307,09;13216,48;59,05M;0
28.10.22;13243,33;13072,92;13250,66;13051,25;64,19M;0
27.10.22;13211,23;13152,99;13259,49;13062,04;72,25M;0
26.10.22;13195,81;13054,49;13203,24;13023,4;65,69M;0,01
25.10.22;13052,96;12965,19;13053,24;12789,26;69,24M;0,01
24.10.22;12931,45;12868,77;13020,45;12747,38;62,92M;0,02
21.10.22;12730,9;12641,12;12775,52;12548,15;82,22M;0
20.10.22;12767,41;12685,16;12818,34;12628,78;52,82M;0
19.10.22;12741,41;12817,63;12819,11;12705,26;63,63M;0
18.10.22;12765,61;12788,53;12931,76;12746,36;65,99M;0,01
17.10.22;12649,03;12467,54;12716,81;12398,05;57,20M;0,02
14.10.22;12437,81;12549,02;12676,42;12395,99;82,48M;0,01
13.10.22;12355,58;12114,23;12379,24;12000,43;88,45M;0,02
12.10.22;12172,26;12207,97;12298,62;12104,62;67,19M;0
11.10.22;12220,25;12168,66;12258,15;12097,68;64,61M;0
10.10.22;12272,94;12175,52;12410,83;12174,63;68,34M;0
07.10.22;12273;12414,78;12497,52;12272,59;56,97M;-0,02
06.10.22;12470,78;12593,41;12643,22;12421,89;53,53M;0
05.10.22;12517,18;12611,07;12661,88;12455,36;62,39M;-0,01
04.10.22;12670,48;12360,72;12673,35;12358,98;80,24M;0,04
03.10.22;12209,48;11951,84;12227,87;11893,94;63,67M;0,01
30.09.22;12114,36;12063,09;12137,77;11973,91;89,24M;0,01
29.09.22;11975,55;12143,21;12147,31;11866,98;88,00M;-0,02
28.09.22;12183,28;12025,43;12198,37;11862,84;96,22M;0
27.09.22;12139,68;12332,85;12414,09;12139,68;78,96M;-0,01
26.09.22;12227,92;12231,84;12368,49;12184;67,27M;0
23.09.22;12284,19;12506,64;12521,25;12180,76;86,71M;-0,02
22.09.22;12531,63;12531,66;12781,56;12526,61;66,53M;-0,02
21.09.22;12767,15;12555,31;12771,78;12520,81;55,27M;0,01
20.09.22;12670,83;12849,78;12936,57;12638,22;62,74M;-0,01
19.09.22;12803,24;12685,29;12866,7;12606,64;49,58M;0
16.09.22;12741,26;12814,92;12815,33;12699,22;148,56M;-0,02
15.09.22;12956,66;13040,36;13111,38;12927,2;67,76M;-0,01
14.09.22;13028;13131,34;13192,82;12952,09;62,45M;-0,01
13.09.22;13188,95;13450,39;13564,83;13183,19;68,43M;-0,02
12.09.22;13402,27;13171,92;13441,54;13165,78;67,05M;0,02
09.09.22;13088,21;12926,15;13121,13;12925,57;67,72M;0,01
08.09.22;12904,32;12985,61;13008,82;12688,87;71,24M;0
07.09.22;12915,97;12770,72;12953,99;12736,09;67,13M;0
06.09.22;12871,44;12807,27;12927,79;12760,04;53,64M;0,01
05.09.22;12760,78;12827,58;12827,58;12617,4;62,87M;-0,02
02.09.22;13050,27;12768,44;13051,57;12736,01;67,34M;0,03
01.09.22;12630,23;12713,75;12743,05;12603,58;61,60M;-0,02
31.08.22;12834,96;13018,48;13020,54;12814,81;83,00M;-0,01
30.08.22;12961,14;12919,43;13154,15;12885,08;62,48M;0,01
29.08.22;12892,99;12838,42;12942,46;12758,44;54,30M;-0,01
26.08.22;12971,47;13335,1;13375,02;12939,96;67,31M;-0,02
25.08.22;13271,96;13328,49;13364,55;13210,99;41,62M;0
24.08.22;13220,06;13131,12;13238,61;13085,2;46,81M;0
23.08.22;13194,23;13163,52;13298,26;13156,44;53,96M;0
22.08.22;13230,57;13471,44;13510,29;13189,27;68,37M;-0,02
19.08.22;13544,52;13591,24;13660,34;13525,69;66,00M;-0,01
18.08.22;13697,41;13653,82;13775,66;13638,16;47,67M;0,01
17.08.22;13626,71;13928,12;13930,57;13610,44;57,25M;-0,02
16.08.22;13910,12;13849,62;13947,85;13824,97;50,95M;0,01
15.08.22;13816,61;13847,88;13857,98;13736;37,84M;0
12.08.22;13795,85;13709,83;13813,05;13705,02;58,50M;0,01
11.08.22;13694,51;13747,07;13763,26;13661,17;54,58M;0
10.08.22;13700,93;13482,63;13715,56;13455,7;56,49M;0,01
09.08.22;13534,97;13703,38;13745,59;13514,71;51,02M;-0,01
08.08.22;13687,69;13703,38;13745,59;13604,55;51,64M;0,01
05.08.22;13573,93;13642,91;13693,34;13562,62;62,48M;-0,01
04.08.22;13662,68;13629,7;13792,88;13628,57;64,72M;0,01
03.08.22;13587,56;13398,7;13595,07;13388,34;63,64M;0,01
02.08.22;13449,2;13419,19;13484,55;13335,39;56,68M;0
01.08.22;13479,63;13471,2;13570,22;13464,9;57,23M;0
29.07.22;13484,05;13353,28;13515,03;13340,59;82,63M;0,02
28.07.22;13282,11;13214,41;13289,39;13091,26;74,31M;0,01
27.07.22;13166,38;13158,64;13204,58;13089,96;79,90M;0,01
26.07.22;13096,93;13181,92;13197,95;13042,41;58,21M;-0,01
25.07.22;13210,32;13183,24;13337,06;13151,86;56,56M;0
22.07.22;13253,68;13179,56;13367,04;13171,14;76,08M;0
21.07.22;13246,64;13261,82;13318,64;13097,75;87,89M;0
20.07.22;13281,98;13356,67;13399,4;13129,13;75,18M;0
19.07.22;13308,41;12884,83;13351,2;12827,89;73,42M;0,03
18.07.22;12959,81;12935,05;13062,23;12913,69;61,27M;0,01
15.07.22;12864,72;12562,15;12875,67;12532,94;77,50M;0,03
14.07.22;12519,66;12759,29;12788,01;12434,29;72,61M;-0,02
13.07.22;12756,32;12800,87;12851,9;12625,22;63,03M;-0,01
12.07.22;12905,48;12751,3;12905,48;12655,06;65,20M;0,01
11.07.22;12832,44;12783,09;12934,87;12774,23;55,46M;-0,01
08.07.22;13015,23;12814,1;13019,13;12766,8;75,19M;0,01
07.07.22;12843,22;12757,63;12867,71;12693,65;79,39M;0,02
06.07.22;12594,52;12587,55;12668,68;12509,22;78,68M;0,02
05.07.22;12401,2;12851,29;12870,24;12390,95;90,49M;-0,03
04.07.22;12773,38;12904,09;12919,7;12741,63;52,50M;0
01.07.22;12813,03;12627,66;12894,38;12623,23;80,29M;0
30.06.22;12783,77;12795,22;12811,43;12618,68;114,22M;-0,02
29.06.22;13003,35;13089,99;13132,36;12946,76;70,35M;-0,02
28.06.22;13231,82;13264,62;13358,62;13221,04;61,09M;0
27.06.22;13186,07;13217,9;13378,42;13126,86;69,03M;0,01
24.06.22;13118,13;12949,87;13160,71;12904,86;95,71M;0,02
23.06.22;12912,59;13082,62;13120,31;12912,59;99,25M;-0,02
22.06.22;13144,28;13062,26;13206,11;12965,69;76,14M;-0,01
21.06.22;13292,4;13335,15;13443,77;13273,2;64,76M;0
20.06.22;13265,6;13207,79;13265,6;13106,38;54,60M;0,01
17.06.22;13126,26;13092,85;13237,7;13020,42;190,39M;0,01
16.06.22;13038,49;13440,43;13443,32;13007,91;104,05M;-0,03
15.06.22;13485,29;13480,5;13566,8;13358,4;80,76M;0,01
14.06.22;13304,39;13557,44;13569,93;13294;78,30M;-0,01
13.06.22;13427,03;13564,47;13648,84;13379,87;91,21M;-0,02
10.06.22;13761,83;14110,03;14121,07;13749,77;89,34M;-0,03
09.06.22;14198,8;14364,59;14420,73;14186,93;64,87M;-0,02
08.06.22;14445,99;14595,78;14602,06;14378,5;61,85M;-0,01
07.06.22;14556,62;14569,3;14590,69;14458,34;51,84M;-0,01
06.06.22;14653,81;14576,87;14709,38;14548,26;38,14M;0,01
03.06.22;14460,09;14585,18;14589,91;14443,11;46,40M;0
02.06.22;14485,17;14394,36;14492,78;14393,04;50,05M;0,01
01.06.22;14340,47;14478,37;14489;14329,51;68,01M;0
31.05.22;14388,35;14513,34;14547,09;14359,39;146,72M;-0,01
30.05.22;14575,98;14572,8;14589,45;14509,58;54,72M;0,01
27.05.22;14462,19;14289,53;14463,5;14246,83;71,34M;0,02
26.05.22;14231,29;14025,44;14253,61;14025,44;57,44M;0,02
25.05.22;14007,93;14022,27;14053,59;13871,48;64,01M;0,01
24.05.22;13919,75;14043,22;14105,06;13917,08;70,96M;-0,02
23.05.22;14175,4;14179,84;14217,48;14026,14;60,58M;0,01
20.05.22;13981,91;13968,26;14161,32;13944,16;83,09M;0,01
19.05.22;13882,3;13822,35;13882,3;13683,59;82,30M;-0,01
18.05.22;14007,76;14197,18;14226,47;13999,54;69,36M;-0,01
17.05.22;14185,94;14072,67;14203,09;14056,98;71,18M;0,02
16.05.22;13964,38;13986,17;14043,1;13864,95;67,92M;0
13.05.22;14027,93;13837,42;14034,15;13795,64;90,81M;0,02
12.05.22;13739,64;13512,13;13808,09;13479,36;110,59M;-0,01
11.05.22;13828,64;13587,29;13829,1;13508,56;107,72M;0,02
10.05.22;13534,74;13550,02;13719,95;13514,49;84,93M;0,01
09.05.22;13380,67;13624,92;13697,9;13380,67;82,76M;-0,02
06.05.22;13674,29;13832,65;13851,45;13592,15;96,55M;-0,02
05.05.22;13902,52;14282,77;14315,24;13857,58;86,03M;0
04.05.22;13970,82;14020,9;14073,21;13970,62;71,63M;0
03.05.22;14039,47;13958,92;14081,15;13920,46;86,47M;0,01
02.05.22;13939,07;13996,82;14036,11;13778,13;85,97M;-0,01
29.04.22;14097,88;14095,93;14187,02;14038,55;102,03M;0,01
28.04.22;13979,84;13907,06;14074,71;13822,16;97,67M;0,01
27.04.22;13793,94;13760,22;13849,43;13566,2;134,62M;0
26.04.22;13756,4;14087,08;14112,84;13749,68;98,35M;-0,01
25.04.22;13924,17;13908,05;14037,63;13863,39;85,28M;-0,02
22.04.22;14142,09;14320,51;14372,47;14142,09;82,42M;-0,02
21.04.22;14502,41;14376,05;14598,11;14374,59;78,40M;0,01
20.04.22;14362,03;14154,48;14362,03;14149,68;75,49M;0,01
19.04.22;14153,46;14057,43;14199,09;13991,7;70,61M;0
14.04.22;14163,85;14098,48;14198,78;14038,3;87,53M;0,01
13.04.22;14076,44;14062,7;14100,03;13961,95;80,46M;0
12.04.22;14124,95;13956,56;14180,09;13887,11;104,68M;0
11.04.22;14192,78;14162,97;14298,02;14094,83;69,82M;-0,01
08.04.22;14283,67;14275,87;14321,82;14178,28;74,25M;0,01
07.04.22;14078,15;14187,13;14315,35;14069,53;84,79M;-0,01
06.04.22;14151,69;14402,16;14437,91;14027,18;104,31M;-0,02
05.04.22;14424,36;14504,8;14603,44;14347,33;79,13M;-0,01
04.04.22;14518,16;14503,96;14535,07;14334,1;69,36M;0,01
01.04.22;14446,48;14447,78;14506,02;14403,09;72,48M;0
31.03.22;14414,75;14674,83;14732;14404,03;88,19M;-0,01
30.03.22;14606,05;14712,32;14744,72;14555,87;76,51M;-0,01
29.03.22;14820,33;14592,74;14925,25;14553,71;99,66M;0,03
28.03.22;14417,37;14376;14627,58;14371,9;70,59M;0,01
25.03.22;14305,76;14332,26;14428,03;14247,38;73,04M;0
24.03.22;14273,79;14305,8;14375,82;14187,82;77,32M;0
23.03.22;14283,65;14532,84;14539,31;14226,43;76,38M;-0,01
22.03.22;14473,2;14365,67;14508,01;14343,34;79,55M;0,01
21.03.22;14326,97;14385,82;14457,3;14306,26;69,81M;-0,01
18.03.22;14413,09;14374,41;14413,09;14109,79;181,20M;0
17.03.22;14388,06;14500,05;14509,23;14243,94;96,87M;0
16.03.22;14440,74;14245,77;14553,1;14183,26;138,61M;0,04
15.03.22;13917,27;13768,44;13974,84;13577,81;101,28M;0
14.03.22;13929,11;13827,22;14082,06;13815,8;118,95M;0,02
11.03.22;13628,11;13479,69;13943,97;13407,97;130,84M;0,01
10.03.22;13442,1;13819,44;13829,97;13341,79;148,86M;-0,03
09.03.22;13847,93;13215,06;13847,93;13199,68;177,83M;0,08
08.03.22;12831,51;12673,89;13106,78;12672;172,92M;0
07.03.22;12834,65;12614,08;13150,35;12438,85;192,41M;-0,02
04.03.22;13094,54;13485,98;13562,6;13094,54;178,57M;-0,04
03.03.22;13698,4;13990,25;14057,15;13669,1;118,91M;-0,02
02.03.22;14000,11;13836,93;14114,79;13707,86;158,82M;0,01
01.03.22;13904,85;14404,22;14448,61;13904,85;145,25M;-0,04
28.02.22;14461,02;14263,73;14510,77;14106,89;160,85M;-0,01
25.02.22;14567,23;14230,09;14567,62;14027,93;160,38M;0,04
24.02.22;14052,1;13989,41;14221,71;13807,28;219,86M;-0,04
23.02.22;14631,36;14754,22;14901,09;14586,35;89,09M;0
22.02.22;14693;14365,06;14782,16;14357,86;115,32M;0
21.02.22;14731,12;15186,63;15192,47;14617,66;78,15M;-0,02
18.02.22;15042,51;15278,66;15317,39;14989,05;87,53M;-0,01
17.02.22;15267,63;15404,14;15440,08;15206,4;78,68M;-0,01
16.02.22;15370,3;15431,27;15542,84;15327,94;67,04M;0
15.02.22;15412,71;15077,32;15418,41;15068,33;83,22M;0,02
14.02.22;15113,97;15065,73;15150,54;14844,1;119,71M;-0,02
11.02.22;15425,12;15353,86;15511,34;15308,69;100,06M;0
10.02.22;15490,44;15597,06;15614,47;15413,37;94,70M;0
09.02.22;15482,01;15356,95;15513,94;15351,48;85,34M;0,02
08.02.22;15242,38;15221,7;15338;15158,8;80,96M;0
07.02.22;15206,64;15220,08;15256,08;15076,89;71,12M;0,01
04.02.22;15099,56;15410,73;15423,94;15060,48;93,80M;-0,02
03.02.22;15368,47;15565,94;15602,5;15367,16;104,95M;-0,02
02.02.22;15613,77;15689,16;15736,52;15604,99;66,32M;0
01.02.22;15619,39;15620,56;15687,96;15537,05;74,93M;0,01
31.01.22;15471,2;15506,79;15566,38;15338,19;88,31M;0,01
28.01.22;15318,95;15411,86;15416,59;15122,65;91,38M;-0,01
27.01.22;15524,27;15229,98;15582,45;15197,53;105,99M;0
26.01.22;15459,39;15273,06;15524,96;15272,87;82,97M;0,02
25.01.22;15123,87;15139,07;15205,75;14979,11;86,07M;0,01
24.01.22;15011,13;15499,61;15587,39;14952,67;115,82M;-0,04
21.01.22;15603,88;15694,82;15728,29;15456,87;105,90M;-0,02
20.01.22;15912,33;15837,24;15912,33;15737,33;62,98M;0,01
19.01.22;15809,72;15639,45;15898,05;15629,86;74,92M;0
18.01.22;15772,56;15839,15;15843,58;15669,35;70,56M;-0,01
17.01.22;15933,72;15948,9;15962,7;15894,77;46,58M;0
14.01.22;15883,24;15929,37;15970,7;15833,73;80,46M;-0,01
13.01.22;16031,59;15959,83;16090,29;15941,78;72,98M;0
12.01.22;16010,32;16054,93;16061,5;15955,54;69,36M;0
11.01.22;15941,81;15918,82;15979,99;15880,39;74,62M;0,01
10.01.22;15768,27;16006,44;16015,34;15724,23;82,83M;-0,01
07.01.22;15947,74;15999,02;16044,28;15862,71;74,47M;-0,01
06.01.22;16052,03;16076,16;16156,56;15988,63;75,76M;-0,01
05.01.22;16271,75;16177,44;16285,35;16161,72;68,25M;0,01
04.01.22;16152,61;16069,8;16202,58;16036,52;75,19M;0,01
03.01.22;16020,73;15947,44;16069,38;15943,16;56,87M;0,01
30.12.21;15884,86;15837,56;15890,74;15834,57;32,46M;0
29.12.21;15852,25;15952,47;15955,03;15803,59;34,97M;-0,01
28.12.21;15963,7;15839,19;15974,79;15832,96;34,02M;0,01
27.12.21;15835,25;15705,53;15854,62;15697,44;28,90M;0,01
23.12.21;15756,31;15660,78;15768,45;15622,6;43,25M;0,01
22.12.21;15593,47;15474,84;15593,47;15425,16;43,00M;0,01
21.12.21;15447,44;15379,08;15452,42;15305,61;53,33M;0,01
20.12.21;15239,67;15152,56;15296,08;15060,1;69,12M;-0,02
17.12.21;15531,69;15599,75;15609,51;15419,55;140,84M;-0,01
16.12.21;15636,4;15708,94;15780,93;15621,57;87,30M;0,01
15.12.21;15476,35;15503,64;15531,04;15451,74;54,56M;0
14.12.21;15453,56;15680,35;15697,98;15448,45;62,44M;-0,01
13.12.21;15621,72;15653,57;15794,31;15591,62;57,00M;0
10.12.21;15623,31;15572,69;15689,5;15550,45;58,76M;0
09.12.21;15639,26;15705,93;15721,48;15613,4;60,66M;0
08.12.21;15687,09;15781,05;15834,04;15683,67;72,09M;-0,01
07.12.21;15813,94;15546,7;15827,94;15544,79;86,20M;0,03
06.12.21;15380,79;15323,2;15415,46;15150,54;74,84M;0,01
03.12.21;15169,98;15422,9;15422,9;15101,71;80,65M;-0,01
02.12.21;15263,11;15300,73;15373,52;15172,9;93,61M;-0,01
01.12.21;15472,67;15233,37;15509,46;15187,09;86,13M;0,02
30.11.21;15100,13;15117,63;15280,04;15015,42;152,64M;-0,01
29.11.21;15280,86;15418,28;15441,91;15237,87;95,66M;0
26.11.21;15257,04;15383,9;15540,29;15244,46;133,31M;-0,04
25.11.21;15917,98;15928,38;15962,54;15865,41;57,28M;0
24.11.21;15878,39;15942,28;15974,3;15740,6;87,89M;0
23.11.21;15937;15987,2;16054,38;15866,01;91,00M;-0,01
22.11.21;16115,69;16188,54;16202,77;16090,54;65,47M;0
19.11.21;16159,97;16269,22;16282,87;16092,63;105,50M;0
18.11.21;16221,73;16262,29;16290,19;16193,34;57,89M;0
17.11.21;16251,13;16248,32;16283,52;16240,51;54,13M;0
16.11.21;16247,86;16174,31;16266,26;16157,58;56,78M;0,01
15.11.21;16148,64;16109,41;16149,87;16072,29;53,30M;0
12.11.21;16094,07;16100,08;16122,76;16065,06;60,30M;0
11.11.21;16083,11;16067,34;16114,55;16032,5;56,63M;0
10.11.21;16067,83;16053;16076,56;15985,9;62,12M;0
09.11.21;16040,47;16026,74;16104,13;16022,64;61,43M;0
08.11.21;16046,52;16040,85;16068,73;16016,2;48,90M;0
05.11.21;16054,36;16011,57;16084,9;16008,4;75,30M;0
04.11.21;16029,65;16035,9;16064,79;15997,63;76,26M;0
03.11.21;15959,98;15957,15;15972,71;15922,1;74,35M;0
02.11.21;15954,45;15825,27;15960,21;15824,11;60,60M;0,01
01.11.21;15806,29;15764,55;15849,4;15760,35;49,16M;0,01
29.10.21;15688,77;15579,9;15689,66;15495,51;80,57M;0
28.10.21;15696,33;15681,52;15706,39;15629,33;78,88M;0
27.10.21;15705,81;15725,4;15744,79;15671,59;73,43M;0
26.10.21;15757,06;15652,91;15781;15650,35;56,06M;0,01
25.10.21;15599,23;15580,58;15618,88;15531,95;51,30M;0
22.10.21;15542,98;15507,99;15614,76;15492,29;49,95M;0
21.10.21;15472,56;15408,8;15532,94;15406,59;54,65M;0
20.10.21;15522,92;15473,56;15567,07;15465,03;54,74M;0
19.10.21;15515,83;15510,99;15527,97;15457,43;49,58M;0
18.10.21;15474,47;15518,59;15542,17;15416,02;49,46M;-0,01
15.10.21;15587,36;15481,22;15598,58;15465,93;73,67M;0,01
14.10.21;15462,72;15350,72;15464,38;15303,39;60,00M;0,01
13.10.21;15249,38;15130,8;15302,43;15109,61;69,66M;0,01
12.10.21;15146,87;15025,35;15174,29;15012,07;60,96M;0
11.10.21;15199,14;15115,46;15202,74;15094,44;75,31M;0
08.10.21;15206,13;15242,76;15267,92;15184,76;59,53M;0
07.10.21;15250,86;15162,75;15253,29;15116,47;76,33M;0,02
06.10.21;14973,33;15040,1;15049,49;14818,71;96,19M;-0,01
05.10.21;15194,49;15055,4;15202,2;15011,44;60,53M;0,01
04.10.21;15036,55;15061,86;15175,25;15016,93;52,65M;-0,01
01.10.21;15156,44;15041,6;15262,75;14983,8;66,03M;-0,01
30.09.21;15260,69;15434,33;15448,52;15246;74,66M;-0,01
29.09.21;15365,27;15357;15422,75;15301,35;56,30M;0,01
28.09.21;15248,56;15542,03;15542,41;15232,97;75,18M;-0,02
27.09.21;15573,88;15699,01;15704,05;15552,09;59,04M;0
24.09.21;15531,75;15562,14;15573,46;15497,17;49,97M;-0,01
23.09.21;15643,97;15630,01;15695,65;15593,72;54,65M;0,01
22.09.21;15506,74;15463,24;15508,42;15378,93;54,14M;0,01
21.09.21;15348,53;15265,03;15394,33;15205,7;61,55M;0,01
20.09.21;15132,06;15259,5;15262,76;15019,49;96,69M;-0,02
17.09.21;15490,17;15774,57;15791,9;15455,54;158,39M;-0,01
16.09.21;15651,75;15666,63;15745,19;15638,23;54,36M;0
15.09.21;15616;15731,48;15740,01;15613,72;58,97M;-0,01
14.09.21;15722,99;15697,72;15763,58;15663,42;51,34M;0
13.09.21;15701,42;15681,17;15787,66;15674,16;50,52M;0,01
10.09.21;15609,81;15648,89;15702,6;15574,94;55,58M;0
09.09.21;15623,15;15499,45;15693,22;15453,96;54,61M;0
08.09.21;15610,28;15714,61;15755,3;15590,41;62,58M;-0,01
07.09.21;15843,09;15896,56;15927,77;15826,86;45,06M;-0,01
06.09.21;15932,12;15818,44;15959,74;15814,63;31,92M;0,01
03.09.21;15781,2;15841,45;15868,69;15690,02;40,90M;0
02.09.21;15840,59;15813,57;15874,67;15810,77;37,30M;0
01.09.21;15824,29;15958,41;15981,7;15773,44;53,32M;0
31.08.21;15835,09;15929,26;16006,76;15761,57;75,10M;0
30.08.21;15887,31;15856,71;15896,73;15847,66;27,22M;0
27.08.21;15851,75;15778,92;15859,77;15752,09;32,13M;0
26.08.21;15793,62;15773,71;15834,91;15701,85;39,68M;0
25.08.21;15860,66;15912,85;15932,62;15853,32;35,54M;0
24.08.21;15905,85;15897,86;15918,72;15856,05;42,75M;0
23.08.21;15852,79;15930,72;15930,72;15799,59;39,88M;0
20.08.21;15808,04;15734,68;15808,04;15656,28;49,98M;0
19.08.21;15765,81;15737,18;15804,85;15621,98;64,75M;-0,01
18.08.21;15965,97;15935,21;15969,85;15872,99;45,36M;0
17.08.21;15921,95;15872,12;15937,47;15811,57;46,08M;0
16.08.21;15925,73;15875,7;15961,18;15851,28;44,31M;0
13.08.21;15977,44;15948,15;16030,33;15940,82;39,91M;0
12.08.21;15937,51;15829,27;15964,38;15823,53;53,02M;0,01
11.08.21;15826,09;15792,12;15887,16;15724,99;46,98M;0
10.08.21;15770,71;15734,14;15802,15;15733,65;37,94M;0
09.08.21;15745,41;15773,51;15798,51;15699,27;41,28M;0
06.08.21;15761,45;15770,85;15808,24;15737,1;52,19M;0
05.08.21;15744,67;15691,74;15751,88;15672,27;61,56M;0
04.08.21;15692,13;15653,65;15712,27;15600,8;54,85M;0,01
03.08.21;15555,08;15537,69;15608,07;15492,58;50,03M;0
02.08.21;15568,73;15631,7;15702,89;15511,25;53,80M;0
30.07.21;15544,39;15493,74;15613,66;15440,89;61,34M;-0,01
29.07.21;15640,47;15608,82;15659,22;15563,65;51,56M;0
28.07.21;15570,36;15538,75;15577,13;15497,1;56,57M;0
27.07.21;15519,13;15537,89;15586,9;15423,56;44,08M;-0,01
26.07.21;15618,98;15586,66;15641,61;15544,94;38,64M;0
23.07.21;15669,29;15603,69;15681,41;15583,65;54,90M;0,01
22.07.21;15514,54;15533,22;15578,75;15471,47;50,33M;0,01
21.07.21;15422,5;15239,92;15443,76;15194,54;65,07M;0,01
20.07.21;15216,27;15234,85;15300,29;15091,9;60,03M;0,01
19.07.21;15133,2;15420,14;15423,84;15048,56;85,99M;-0,03
16.07.21;15540,31;15682,75;15699,93;15476,99;60,32M;-0,01
15.07.21;15629,66;15737,36;15737,36;15592,01;62,69M;-0,01
14.07.21;15788,98;15733,19;15810,68;15717,83;41,15M;0
13.07.21;15789,64;15769,51;15806,57;15747,57;50,05M;0
12.07.21;15790,51;15675,42;15806,9;15631,84;47,46M;0,01
09.07.21;15687,93;15497,93;15687,93;15479,44;60,46M;0,02
08.07.21;15420,64;15584,72;15591,65;15304,41;78,81M;-0,02
07.07.21;15692,71;15606,94;15700,95;15604,58;59,73M;0,01
06.07.21;15511,38;15615,07;15647,88;15466,66;53,76M;-0,01
05.07.21;15661,97;15628,42;15673,88;15535,29;29,75M;0
02.07.21;15650,09;15644,84;15705,53;15616,43;43,12M;0
01.07.21;15603,81;15624,28;15708,78;15488,49;49,57M;0
30.06.21;15531,04;15700,06;15709,34;15461,2;63,95M;-0,01
29.06.21;15690,59;15565,83;15752,93;15555,49;50,28M;0,01
28.06.21;15554,18;15570,8;15668,08;15542,17;43,95M;0
25.06.21;15607,97;15584,9;15612,66;15533,4;46,61M;0
24.06.21;15589,23;15528,55;15606,89;15476,67;52,48M;0,01
23.06.21;15456,39;15674,33;15675,9;15456,39;50,47M;-0,01
22.06.21;15636,33;15587,57;15652,75;15518,31;53,06M;0
21.06.21;15603,24;15391,5;15606,57;15309,44;61,78M;0,01
18.06.21;15448,04;15720,52;15736,93;15426,76;126,35M;-0,02
17.06.21;15727,67;15655,32;15752,34;15649,22;62,36M;0
16.06.21;15710,57;15756,83;15759,66;15674,61;58,59M;0
15.06.21;15729,52;15744,77;15792,35;15714,94;46,00M;0
14.06.21;15673,64;15739,89;15802,67;15673,64;46,56M;0
11.06.21;15693,27;15583,29;15703,84;15548,35;57,09M;0,01
10.06.21;15571,22;15610,08;15637,94;15513,36;57,00M;0
09.06.21;15581,14;15642,74;15669,14;15505,15;50,37M;0
08.06.21;15640,6;15674,41;15727,23;15638,32;54,92M;0
07.06.21;15677,15;15661,58;15732,06;15614,18;46,95M;0
