Row 	Latitude 	Longitude 	t 	Luftemperatur_Max
11895 	54.175 	7.892 	19841123 	11.2
11896 	54.175 	7.892 	19841124 	11.0
11897 	54.175 	7.892 	19841125 	10.4
11898 	54.175 	7.892 	19841126 	9.3
11899 	54.175 	7.892 	19841127 	9.3
11900 	54.175 	7.892 	19841128 	8.9
11901 	54.175 	7.892 	19841129 	9.4
11902 	54.175 	7.892 	19841130 	9.3
11903 	54.175 	7.892 	19841201 	7.0
11904 	54.175 	7.892 	19841202 	3.2
11905 	54.175 	7.892 	19841203 	7.2
11906 	54.175 	7.892 	19841204 	6.8
11907 	54.175 	7.892 	19841205 	7.6
11908 	54.175 	7.892 	19841206 	9.1
11909 	54.175 	7.892 	19841207 	8.9
11910 	54.175 	7.892 	19841208 	7.2
11911 	54.175 	7.892 	19841209 	9.0
11912 	54.175 	7.892 	19841210 	9.6
11913 	54.175 	7.892 	19841211 	9.7
11914 	54.175 	7.892 	19841212 	8.9
11915 	54.175 	7.892 	19841213 	6.1
11916 	54.175 	7.892 	19841214 	1.9
11917 	54.175 	7.892 	19841215 	2.3
11918 	54.175 	7.892 	19841216 	1.7
11919 	54.175 	7.892 	19841217 	2.0
11920 	54.175 	7.892 	19841218 	7.5
11921 	54.175 	7.892 	19841219 	6.8
11922 	54.175 	7.892 	19841220 	8.2
11923 	54.175 	7.892 	19841221 	7.8
11924 	54.175 	7.892 	19841222 	8.1
11925 	54.175 	7.892 	19841223 	5.6
11926 	54.175 	7.892 	19841224 	6.6
11927 	54.175 	7.892 	19841225 	6.6
11928 	54.175 	7.892 	19841226 	5.6
11929 	54.175 	7.892 	19841227 	4.5
11930 	54.175 	7.892 	19841228 	3.3
11931 	54.175 	7.892 	19841229 	3.1
11932 	54.175 	7.892 	19841230 	2.1
11933 	54.175 	7.892 	19841231 	6.4
11934 	54.175 	7.892 	19850101 	5.9
11935 	54.175 	7.892 	19850102 	0.9
11936 	54.175 	7.892 	19850103 	0.5
11937 	54.175 	7.892 	19850104 	-3.4
11938 	54.175 	7.892 	19850105 	-3.3
11939 	54.175 	7.892 	19850106 	-3.9
11940 	54.175 	7.892 	19850107 	-5.0
11941 	54.175 	7.892 	19850108 	-3.3
11942 	54.175 	7.892 	19850109 	-3.0
11943 	54.175 	7.892 	19850110 	-1.2
11944 	54.175 	7.892 	19850111 	4.7
11945 	54.175 	7.892 	19850112 	4.6
11946 	54.175 	7.892 	19850113 	-3.6
11947 	54.175 	7.892 	19850114 	-2.0
11948 	54.175 	7.892 	19850115 	-2.0
11949 	54.175 	7.892 	19850116 	-3.0
11950 	54.175 	7.892 	19850117 	-2.7
11951 	54.175 	7.892 	19850118 	-2.7
11952 	54.175 	7.892 	19850119 	-3.4
11953 	54.175 	7.892 	19850120 	-2.9
11954 	54.175 	7.892 	19850121 	1.6
11955 	54.175 	7.892 	19850122 	4.8
11956 	54.175 	7.892 	19850123 	3.1
11957 	54.175 	7.892 	19850124 	3.7
11958 	54.175 	7.892 	19850125 	3.0
11959 	54.175 	7.892 	19850126 	2.8
11960 	54.175 	7.892 	19850127 	-0.8
11961 	54.175 	7.892 	19850128 	0.0
11962 	54.175 	7.892 	19850129 	4.1
11963 	54.175 	7.892 	19850130 	5.1
11964 	54.175 	7.892 	19850131 	5.8
11965 	54.175 	7.892 	19850201 	6.7
11966 	54.175 	7.892 	19850202 	5.8
11967 	54.175 	7.892 	19850203 	4.2
11968 	54.175 	7.892 	19850204 	3.9
11969 	54.175 	7.892 	19850205 	5.2
11970 	54.175 	7.892 	19850206 	4.0
11971 	54.175 	7.892 	19850207 	1.8
11972 	54.175 	7.892 	19850208 	-1.8
11973 	54.175 	7.892 	19850209 	-3.3
11974 	54.175 	7.892 	19850210 	-5.5
11975 	54.175 	7.892 	19850211 	-4.5
11976 	54.175 	7.892 	19850212 	-4.0
11977 	54.175 	7.892 	19850213 	-3.0
11978 	54.175 	7.892 	19850214 	-1.8
11979 	54.175 	7.892 	19850215 	1.3
11980 	54.175 	7.892 	19850216 	3.1
11981 	54.175 	7.892 	19850217 	2.1
11982 	54.175 	7.892 	19850218 	-3.9
11983 	54.175 	7.892 	19850219 	-1.0
11984 	54.175 	7.892 	19850220 	1.1
11985 	54.175 	7.892 	19850221 	3.0
11986 	54.175 	7.892 	19850222 	-0.5
11987 	54.175 	7.892 	19850223 	2.3
11988 	54.175 	7.892 	19850224 	4.0
11989 	54.175 	7.892 	19850225 	2.3
11990 	54.175 	7.892 	19850226 	2.3
11991 	54.175 	7.892 	19850227 	1.4
11992 	54.175 	7.892 	19850228 	0.5
11993 	54.175 	7.892 	19850301 	0.6
11994 	54.175 	7.892 	19850302 	3.2
11995 	54.175 	7.892 	19850303 	4.6
11996 	54.175 	7.892 	19850304 	4.3
11997 	54.175 	7.892 	19850305 	4.5
11998 	54.175 	7.892 	19850306 	0.7
11999 	54.175 	7.892 	19850307 	1.6
12000 	54.175 	7.892 	19850308 	1.9
12001 	54.175 	7.892 	19850309 	3.0
12002 	54.175 	7.892 	19850310 	3.0
12003 	54.175 	7.892 	19850311 	3.3
12004 	54.175 	7.892 	19850312 	1.2
12005 	54.175 	7.892 	19850313 	2.4
12006 	54.175 	7.892 	19850314 	3.8
12007 	54.175 	7.892 	19850315 	2.9
12008 	54.175 	7.892 	19850316 	1.6
12009 	54.175 	7.892 	19850317 	2.5
12010 	54.175 	7.892 	19850318 	2.6
12011 	54.175 	7.892 	19850319 	1.4
12012 	54.175 	7.892 	19850320 	1.7
12013 	54.175 	7.892 	19850321 	4.9
12014 	54.175 	7.892 	19850322 	5.2
12015 	54.175 	7.892 	19850323 	6.8
12016 	54.175 	7.892 	19850324 	5.7
12017 	54.175 	7.892 	19850325 	5.0
12018 	54.175 	7.892 	19850326 	5.9
12019 	54.175 	7.892 	19850327 	4.3
12020 	54.175 	7.892 	19850328 	3.8
12021 	54.175 	7.892 	19850329 	4.1
12022 	54.175 	7.892 	19850330 	5.6
12023 	54.175 	7.892 	19850331 	6.2
12024 	54.175 	7.892 	19850401 	6.8
12025 	54.175 	7.892 	19850402 	8.0
12026 	54.175 	7.892 	19850403 	8.4
12027 	54.175 	7.892 	19850404 	9.6
12028 	54.175 	7.892 	19850405 	9.9
12029 	54.175 	7.892 	19850406 	9.1
12030 	54.175 	7.892 	19850407 	6.9
12031 	54.175 	7.892 	19850408 	7.4
12032 	54.175 	7.892 	19850409 	6.0
12033 	54.175 	7.892 	19850410 	4.2
12034 	54.175 	7.892 	19850411 	7.0
12035 	54.175 	7.892 	19850412 	8.5
12036 	54.175 	7.892 	19850413 	6.6
12037 	54.175 	7.892 	19850414 	6.0
12038 	54.175 	7.892 	19850415 	5.4
12039 	54.175 	7.892 	19850416 	7.9
12040 	54.175 	7.892 	19850417 	7.5
12041 	54.175 	7.892 	19850418 	6.6
12042 	54.175 	7.892 	19850419 	10.3
12043 	54.175 	7.892 	19850420 	8.2
12044 	54.175 	7.892 	19850421 	8.9
12045 	54.175 	7.892 	19850422 	5.7
12046 	54.175 	7.892 	19850423 	6.9
12047 	54.175 	7.892 	19850424 	6.3
12048 	54.175 	7.892 	19850425 	5.5
12049 	54.175 	7.892 	19850426 	5.2
12050 	54.175 	7.892 	19850427 	5.4
12051 	54.175 	7.892 	19850428 	6.4
12052 	54.175 	7.892 	19850429 	6.0
12053 	54.175 	7.892 	19850430 	7.8
12054 	54.175 	7.892 	19850501 	7.3
12055 	54.175 	7.892 	19850502 	6.6
12056 	54.175 	7.892 	19850503 	7.5
12057 	54.175 	7.892 	19850504 	7.8
12058 	54.175 	7.892 	19850505 	8.9
12059 	54.175 	7.892 	19850506 	12.3
12060 	54.175 	7.892 	19850507 	13.3
12061 	54.175 	7.892 	19850508 	12.2
12062 	54.175 	7.892 	19850509 	10.3
12063 	54.175 	7.892 	19850510 	8.8
12064 	54.175 	7.892 	19850511 	11.2
12065 	54.175 	7.892 	19850512 	12.0
12066 	54.175 	7.892 	19850513 	12.1
12067 	54.175 	7.892 	19850514 	16.0
12068 	54.175 	7.892 	19850515 	15.7
12069 	54.175 	7.892 	19850516 	12.9
12070 	54.175 	7.892 	19850517 	13.6
12071 	54.175 	7.892 	19850518 	11.9
12072 	54.175 	7.892 	19850519 	14.3
12073 	54.175 	7.892 	19850520 	16.2
12074 	54.175 	7.892 	19850521 	18.3
12075 	54.175 	7.892 	19850522 	15.7
12076 	54.175 	7.892 	19850523 	10.3
12077 	54.175 	7.892 	19850524 	14.4
12078 	54.175 	7.892 	19850525 	15.8
12079 	54.175 	7.892 	19850526 	20.2
12080 	54.175 	7.892 	19850527 	19.9
12081 	54.175 	7.892 	19850528 	16.4
12082 	54.175 	7.892 	19850529 	12.8
12083 	54.175 	7.892 	19850530 	13.3
12084 	54.175 	7.892 	19850531 	14.9
12085 	54.175 	7.892 	19850601 	15.6
12086 	54.175 	7.892 	19850602 	15.6
12087 	54.175 	7.892 	19850603 	16.0
12088 	54.175 	7.892 	19850604 	21.0
12089 	54.175 	7.892 	19850605 	18.4
12090 	54.175 	7.892 	19850606 	13.3
12091 	54.175 	7.892 	19850607 	11.6
12092 	54.175 	7.892 	19850608 	11.8
12093 	54.175 	7.892 	19850609 	11.2
12094 	54.175 	7.892 	19850610 	13.0
12095 	54.175 	7.892 	19850611 	13.5
12096 	54.175 	7.892 	19850612 	12.2
12097 	54.175 	7.892 	19850613 	13.5
12098 	54.175 	7.892 	19850614 	12.1
12099 	54.175 	7.892 	19850615 	10.6
12100 	54.175 	7.892 	19850616 	12.3
12101 	54.175 	7.892 	19850617 	12.1
12102 	54.175 	7.892 	19850618 	14.3
12103 	54.175 	7.892 	19850619 	16.4
12104 	54.175 	7.892 	19850620 	16.0
12105 	54.175 	7.892 	19850621 	18.1
12106 	54.175 	7.892 	19850622 	15.6
12107 	54.175 	7.892 	19850623 	17.3
12108 	54.175 	7.892 	19850624 	18.2
12109 	54.175 	7.892 	19850625 	14.5
12110 	54.175 	7.892 	19850626 	14.6
12111 	54.175 	7.892 	19850627 	15.4
12112 	54.175 	7.892 	19850628 	14.6
12113 	54.175 	7.892 	19850629 	15.6
12114 	54.175 	7.892 	19850630 	15.8
12115 	54.175 	7.892 	19850701 	15.3
12116 	54.175 	7.892 	19850702 	14.4
12117 	54.175 	7.892 	19850703 	15.4
12118 	54.175 	7.892 	19850704 	20.5
12119 	54.175 	7.892 	19850705 	20.4
12120 	54.175 	7.892 	19850706 	19.9
12121 	54.175 	7.892 	19850707 	16.3
12122 	54.175 	7.892 	19850708 	15.5
12123 	54.175 	7.892 	19850709 	15.9
12124 	54.175 	7.892 	19850710 	16.9
12125 	54.175 	7.892 	19850711 	18.4
12126 	54.175 	7.892 	19850712 	18.7
12127 	54.175 	7.892 	19850713 	20.1
12128 	54.175 	7.892 	19850714 	22.0
12129 	54.175 	7.892 	19850715 	19.9
12130 	54.175 	7.892 	19850716 	16.0
12131 	54.175 	7.892 	19850717 	17.7
12132 	54.175 	7.892 	19850718 	19.5
12133 	54.175 	7.892 	19850719 	16.7
12134 	54.175 	7.892 	19850720 	16.6
12135 	54.175 	7.892 	19850721 	15.7
12136 	54.175 	7.892 	19850722 	16.3
12137 	54.175 	7.892 	19850723 	16.9
12138 	54.175 	7.892 	19850724 	18.1
12139 	54.175 	7.892 	19850725 	19.1
12140 	54.175 	7.892 	19850726 	20.4
12141 	54.175 	7.892 	19850727 	18.2
12142 	54.175 	7.892 	19850728 	19.1
12143 	54.175 	7.892 	19850729 	17.9
12144 	54.175 	7.892 	19850730 	16.4
12145 	54.175 	7.892 	19850731 	17.2
12146 	54.175 	7.892 	19850801 	17.0
12147 	54.175 	7.892 	19850802 	16.9
12148 	54.175 	7.892 	19850803 	17.0
12149 	54.175 	7.892 	19850804 	16.6
12150 	54.175 	7.892 	19850805 	17.0
12151 	54.175 	7.892 	19850806 	16.3
12152 	54.175 	7.892 	19850807 	16.9
12153 	54.175 	7.892 	19850808 	17.2
12154 	54.175 	7.892 	19850809 	20.3
12155 	54.175 	7.892 	19850810 	18.2
12156 	54.175 	7.892 	19850811 	18.8
12157 	54.175 	7.892 	19850812 	18.7
12158 	54.175 	7.892 	19850813 	19.9
12159 	54.175 	7.892 	19850814 	22.4
12160 	54.175 	7.892 	19850815 	19.1
12161 	54.175 	7.892 	19850816 	19.0
12162 	54.175 	7.892 	19850817 	17.8
12163 	54.175 	7.892 	19850818 	17.6
12164 	54.175 	7.892 	19850819 	17.1
12165 	54.175 	7.892 	19850820 	17.9
12166 	54.175 	7.892 	19850821 	17.5
12167 	54.175 	7.892 	19850822 	17.9
12168 	54.175 	7.892 	19850823 	17.6
12169 	54.175 	7.892 	19850824 	17.4
12170 	54.175 	7.892 	19850825 	17.0
12171 	54.175 	7.892 	19850826 	16.8
12172 	54.175 	7.892 	19850827 	17.6
12173 	54.175 	7.892 	19850828 	19.4
12174 	54.175 	7.892 	19850829 	17.2
12175 	54.175 	7.892 	19850830 	20.6
12176 	54.175 	7.892 	19850831 	18.6
12177 	54.175 	7.892 	19850901 	17.5
12178 	54.175 	7.892 	19850902 	17.0
12179 	54.175 	7.892 	19850903 	16.9
12180 	54.175 	7.892 	19850904 	15.7
12181 	54.175 	7.892 	19850905 	15.7
12182 	54.175 	7.892 	19850906 	13.8
12183 	54.175 	7.892 	19850907 	13.5
12184 	54.175 	7.892 	19850908 	14.1
12185 	54.175 	7.892 	19850909 	15.9
12186 	54.175 	7.892 	19850910 	16.0
12187 	54.175 	7.892 	19850911 	15.6
12188 	54.175 	7.892 	19850912 	16.3
12189 	54.175 	7.892 	19850913 	16.0
12190 	54.175 	7.892 	19850914 	15.1
12191 	54.175 	7.892 	19850915 	15.4
12192 	54.175 	7.892 	19850916 	14.5
12193 	54.175 	7.892 	19850917 	16.0
12194 	54.175 	7.892 	19850918 	16.7
12195 	54.175 	7.892 	19850919 	19.2
12196 	54.175 	7.892 	19850920 	15.9
12197 	54.175 	7.892 	19850921 	17.0
12198 	54.175 	7.892 	19850922 	16.1
12199 	54.175 	7.892 	19850923 	14.9
12200 	54.175 	7.892 	19850924 	16.1
12201 	54.175 	7.892 	19850925 	14.8
12202 	54.175 	7.892 	19850926 	15.2
12203 	54.175 	7.892 	19850927 	15.9
12204 	54.175 	7.892 	19850928 	15.2
12205 	54.175 	7.892 	19850929 	15.5
12206 	54.175 	7.892 	19850930 	16.7
12207 	54.175 	7.892 	19851001 	18.5
12208 	54.175 	7.892 	19851002 	17.5
12209 	54.175 	7.892 	19851003 	18.2
12210 	54.175 	7.892 	19851004 	18.3
12211 	54.175 	7.892 	19851005 	16.8
12212 	54.175 	7.892 	19851006 	16.6
12213 	54.175 	7.892 	19851007 	16.0
12214 	54.175 	7.892 	19851008 	13.7
12215 	54.175 	7.892 	19851009 	14.4
12216 	54.175 	7.892 	19851010 	14.9
12217 	54.175 	7.892 	19851011 	16.5
12218 	54.175 	7.892 	19851012 	13.4
12219 	54.175 	7.892 	19851013 	14.2
12220 	54.175 	7.892 	19851014 	15.0
12221 	54.175 	7.892 	19851015 	14.6
12222 	54.175 	7.892 	19851016 	14.2
12223 	54.175 	7.892 	19851017 	13.7
12224 	54.175 	7.892 	19851018 	13.1
12225 	54.175 	7.892 	19851019 	12.7
12226 	54.175 	7.892 	19851020 	12.6
12227 	54.175 	7.892 	19851021 	12.2
12228 	54.175 	7.892 	19851022 	12.4
12229 	54.175 	7.892 	19851023 	10.5
12230 	54.175 	7.892 	19851024 	9.8
12231 	54.175 	7.892 	19851025 	9.7
12232 	54.175 	7.892 	19851026 	7.4
12233 	54.175 	7.892 	19851027 	10.5
12234 	54.175 	7.892 	19851028 	12.1
12235 	54.175 	7.892 	19851029 	11.2
12236 	54.175 	7.892 	19851030 	9.8
12237 	54.175 	7.892 	19851031 	8.8
12238 	54.175 	7.892 	19851101 	8.7
12239 	54.175 	7.892 	19851102 	9.7
12240 	54.175 	7.892 	19851103 	9.4
12241 	54.175 	7.892 	19851104 	7.9
12242 	54.175 	7.892 	19851105 	13.0
12243 	54.175 	7.892 	19851106 	9.9
12244 	54.175 	7.892 	19851107 	10.8
12245 	54.175 	7.892 	19851108 	9.5
12246 	54.175 	7.892 	19851109 	12.5
12247 	54.175 	7.892 	19851110 	10.6
12248 	54.175 	7.892 	19851111 	8.6
12249 	54.175 	7.892 	19851112 	8.2
12250 	54.175 	7.892 	19851113 	7.0
12251 	54.175 	7.892 	19851114 	7.2
12252 	54.175 	7.892 	19851115 	5.0
12253 	54.175 	7.892 	19851116 	4.0
12254 	54.175 	7.892 	19851117 	4.9
12255 	54.175 	7.892 	19851118 	4.2
12256 	54.175 	7.892 	19851119 	1.3
12257 	54.175 	7.892 	19851120 	2.2
12258 	54.175 	7.892 	19851121 	3.2
12259 	54.175 	7.892 	19851122 	4.6
12260 	54.175 	7.892 	19851123 	4.5
12261 	54.175 	7.892 	19851124 	5.2
12262 	54.175 	7.892 	19851125 	6.1
12263 	54.175 	7.892 	19851126 	5.5
12264 	54.175 	7.892 	19851127 	5.3
12265 	54.175 	7.892 	19851128 	5.3
12266 	54.175 	7.892 	19851129 	4.0
12267 	54.175 	7.892 	19851130 	2.6
12268 	54.175 	7.892 	19851201 	8.4
12269 	54.175 	7.892 	19851202 	9.1
12270 	54.175 	7.892 	19851203 	10.6
12271 	54.175 	7.892 	19851204 	9.4
12272 	54.175 	7.892 	19851205 	10.5
12273 	54.175 	7.892 	19851206 	11.3
12274 	54.175 	7.892 	19851207 	8.3
12275 	54.175 	7.892 	19851208 	7.5
12276 	54.175 	7.892 	19851209 	7.7
12277 	54.175 	7.892 	19851210 	7.6
12278 	54.175 	7.892 	19851211 	4.6
12279 	54.175 	7.892 	19851212 	4.6
12280 	54.175 	7.892 	19851213 	7.2
12281 	54.175 	7.892 	19851214 	8.2
12282 	54.175 	7.892 	19851215 	9.0
12283 	54.175 	7.892 	19851216 	8.7
12284 	54.175 	7.892 	19851217 	8.5
12285 	54.175 	7.892 	19851218 	7.6
12286 	54.175 	7.892 	19851219 	8.0
12287 	54.175 	7.892 	19851220 	8.3
12288 	54.175 	7.892 	19851221 	8.2
12289 	54.175 	7.892 	19851222 	8.1
12290 	54.175 	7.892 	19851223 	7.5
12291 	54.175 	7.892 	19851224 	6.9
12292 	54.175 	7.892 	19851225 	7.7
12293 	54.175 	7.892 	19851226 	7.1
12294 	54.175 	7.892 	19851227 	2.0
12295 	54.175 	7.892 	19851228 	2.9
12296 	54.175 	7.892 	19851229 	-0.4
12297 	54.175 	7.892 	19851230 	4.5
12298 	54.175 	7.892 	19851231 	0.9
12299 	54.175 	7.892 	19860101 	0.1
12300 	54.175 	7.892 	19860102 	-0.8
12301 	54.175 	7.892 	19860103 	1.7
12302 	54.175 	7.892 	19860104 	1.7
12303 	54.175 	7.892 	19860105 	2.5
12304 	54.175 	7.892 	19860106 	0.5
12305 	54.175 	7.892 	19860107 	-0.5
12306 	54.175 	7.892 	19860108 	-1.1
12307 	54.175 	7.892 	19860109 	-2.9
12308 	54.175 	7.892 	19860110 	3.9
12309 	54.175 	7.892 	19860111 	5.9
12310 	54.175 	7.892 	19860112 	6.3
12311 	54.175 	7.892 	19860113 	6.3
12312 	54.175 	7.892 	19860114 	7.0
12313 	54.175 	7.892 	19860115 	5.4
12314 	54.175 	7.892 	19860116 	4.0
12315 	54.175 	7.892 	19860117 	2.9
12316 	54.175 	7.892 	19860118 	6.3
12317 	54.175 	7.892 	19860119 	6.9
12318 	54.175 	7.892 	19860120 	5.8
12319 	54.175 	7.892 	19860121 	5.9
12320 	54.175 	7.892 	19860122 	5.1
12321 	54.175 	7.892 	19860123 	5.9
12322 	54.175 	7.892 	19860124 	5.3
12323 	54.175 	7.892 	19860125 	4.8
12324 	54.175 	7.892 	19860126 	2.9
12325 	54.175 	7.892 	19860127 	2.0
12326 	54.175 	7.892 	19860128 	4.0
12327 	54.175 	7.892 	19860129 	2.7
12328 	54.175 	7.892 	19860130 	1.9
12329 	54.175 	7.892 	19860131 	1.7
12330 	54.175 	7.892 	19860201 	2.1
12331 	54.175 	7.892 	19860202 	1.6
12332 	54.175 	7.892 	19860203 	1.2
12333 	54.175 	7.892 	19860204 	1.5
12334 	54.175 	7.892 	19860205 	-0.1
12335 	54.175 	7.892 	19860206 	-1.1
12336 	54.175 	7.892 	19860207 	-1.8
12337 	54.175 	7.892 	19860208 	-3.1
12338 	54.175 	7.892 	19860209 	-2.3
12339 	54.175 	7.892 	19860210 	-1.9
12340 	54.175 	7.892 	19860211 	-0.9
12341 	54.175 	7.892 	19860212 	-0.7
12342 	54.175 	7.892 	19860213 	-1.3
12343 	54.175 	7.892 	19860214 	-0.8
12344 	54.175 	7.892 	19860215 	0.2
12345 	54.175 	7.892 	19860216 	-1.3
12346 	54.175 	7.892 	19860217 	-0.7
12347 	54.175 	7.892 	19860218 	-1.9
12348 	54.175 	7.892 	19860219 	-1.9
12349 	54.175 	7.892 	19860220 	-3.1
12350 	54.175 	7.892 	19860221 	-3.0
12351 	54.175 	7.892 	19860222 	-3.0
12352 	54.175 	7.892 	19860223 	-2.7
12353 	54.175 	7.892 	19860224 	0.3
12354 	54.175 	7.892 	19860225 	-3.8
12355 	54.175 	7.892 	19860226 	-1.7
12356 	54.175 	7.892 	19860227 	-2.0
12357 	54.175 	7.892 	19860228 	-1.0
12358 	54.175 	7.892 	19860301 	-2.1
12359 	54.175 	7.892 	19860302 	-0.8
12360 	54.175 	7.892 	19860303 	0.4
12361 	54.175 	7.892 	19860304 	1.7
12362 	54.175 	7.892 	19860305 	3.4
12363 	54.175 	7.892 	19860306 	3.5
12364 	54.175 	7.892 	19860307 	2.5
12365 	54.175 	7.892 	19860308 	1.2
12366 	54.175 	7.892 	19860309 	1.1
12367 	54.175 	7.892 	19860310 	1.8
12368 	54.175 	7.892 	19860311 	1.1
12369 	54.175 	7.892 	19860312 	1.0
12370 	54.175 	7.892 	19860313 	1.5
12371 	54.175 	7.892 	19860314 	2.4
12372 	54.175 	7.892 	19860315 	3.2
12373 	54.175 	7.892 	19860316 	3.2
12374 	54.175 	7.892 	19860317 	4.2
12375 	54.175 	7.892 	19860318 	5.9
12376 	54.175 	7.892 	19860319 	6.1
12377 	54.175 	7.892 	19860320 	5.6
12378 	54.175 	7.892 	19860321 	4.0
12379 	54.175 	7.892 	19860322 	4.8
12380 	54.175 	7.892 	19860323 	5.5
12381 	54.175 	7.892 	19860324 	5.2
12382 	54.175 	7.892 	19860325 	4.0
12383 	54.175 	7.892 	19860326 	4.3
12384 	54.175 	7.892 	19860327 	6.4
12385 	54.175 	7.892 	19860328 	5.6
12386 	54.175 	7.892 	19860329 	5.2
12387 	54.175 	7.892 	19860330 	4.4
12388 	54.175 	7.892 	19860331 	3.3
12389 	54.175 	7.892 	19860401 	4.0
12390 	54.175 	7.892 	19860402 	4.1
12391 	54.175 	7.892 	19860403 	2.9
12392 	54.175 	7.892 	19860404 	4.9
12393 	54.175 	7.892 	19860405 	6.2
12394 	54.175 	7.892 	19860406 	5.0
12395 	54.175 	7.892 	19860407 	4.4
12396 	54.175 	7.892 	19860408 	5.5
12397 	54.175 	7.892 	19860409 	6.2
12398 	54.175 	7.892 	19860410 	4.3
12399 	54.175 	7.892 	19860411 	2.6
12400 	54.175 	7.892 	19860412 	2.5
12401 	54.175 	7.892 	19860413 	4.5
12402 	54.175 	7.892 	19860414 	5.5
12403 	54.175 	7.892 	19860415 	6.7
12404 	54.175 	7.892 	19860416 	8.5
12405 	54.175 	7.892 	19860417 	9.1
12406 	54.175 	7.892 	19860418 	7.7
12407 	54.175 	7.892 	19860419 	6.8
12408 	54.175 	7.892 	19860420 	7.6
12409 	54.175 	7.892 	19860421 	8.7
12410 	54.175 	7.892 	19860422 	8.2
12411 	54.175 	7.892 	19860423 	10.2
12412 	54.175 	7.892 	19860424 	8.2
12413 	54.175 	7.892 	19860425 	8.5
12414 	54.175 	7.892 	19860426 	8.5
12415 	54.175 	7.892 	19860427 	7.9
12416 	54.175 	7.892 	19860428 	8.8
12417 	54.175 	7.892 	19860429 	7.3
12418 	54.175 	7.892 	19860430 	7.9
12419 	54.175 	7.892 	19860501 	12.7
12420 	54.175 	7.892 	19860502 	13.8
12421 	54.175 	7.892 	19860503 	16.2
12422 	54.175 	7.892 	19860504 	12.6
12423 	54.175 	7.892 	19860505 	15.1
12424 	54.175 	7.892 	19860506 	13.6
12425 	54.175 	7.892 	19860507 	13.6
12426 	54.175 	7.892 	19860508 	11.5
12427 	54.175 	7.892 	19860509 	10.2
12428 	54.175 	7.892 	19860510 	10.9
12429 	54.175 	7.892 	19860511 	10.0
12430 	54.175 	7.892 	19860512 	12.1
12431 	54.175 	7.892 	19860513 	11.4
12432 	54.175 	7.892 	19860514 	11.2
12433 	54.175 	7.892 	19860515 	11.7
12434 	54.175 	7.892 	19860516 	9.3
12435 	54.175 	7.892 	19860517 	11.8
12436 	54.175 	7.892 	19860518 	12.7
12437 	54.175 	7.892 	19860519 	13.2
12438 	54.175 	7.892 	19860520 	16.0
12439 	54.175 	7.892 	19860521 	13.9
12440 	54.175 	7.892 	19860522 	12.5
12441 	54.175 	7.892 	19860523 	11.6
12442 	54.175 	7.892 	19860524 	12.0
12443 	54.175 	7.892 	19860525 	12.5
12444 	54.175 	7.892 	19860526 	14.4
12445 	54.175 	7.892 	19860527 	14.0
12446 	54.175 	7.892 	19860528 	11.2
12447 	54.175 	7.892 	19860529 	11.9
12448 	54.175 	7.892 	19860530 	11.2
12449 	54.175 	7.892 	19860531 	12.5
12450 	54.175 	7.892 	19860601 	13.6
12451 	54.175 	7.892 	19860602 	15.6
12452 	54.175 	7.892 	19860603 	14.5
12453 	54.175 	7.892 	19860604 	11.3
12454 	54.175 	7.892 	19860605 	10.6
12455 	54.175 	7.892 	19860606 	13.7
12456 	54.175 	7.892 	19860607 	12.3
12457 	54.175 	7.892 	19860608 	11.7
12458 	54.175 	7.892 	19860609 	15.7
12459 	54.175 	7.892 	19860610 	18.9
12460 	54.175 	7.892 	19860611 	14.0
12461 	54.175 	7.892 	19860612 	13.2
12462 	54.175 	7.892 	19860613 	14.7
12463 	54.175 	7.892 	19860614 	17.9
12464 	54.175 	7.892 	19860615 	18.5
12465 	54.175 	7.892 	19860616 	20.2
12466 	54.175 	7.892 	19860617 	22.7
12467 	54.175 	7.892 	19860618 	17.5
12468 	54.175 	7.892 	19860619 	14.1
12469 	54.175 	7.892 	19860620 	12.3
12470 	54.175 	7.892 	19860621 	17.5
12471 	54.175 	7.892 	19860622 	18.8
12472 	54.175 	7.892 	19860623 	21.0
12473 	54.175 	7.892 	19860624 	17.7
12474 	54.175 	7.892 	19860625 	17.1
12475 	54.175 	7.892 	19860626 	18.0
12476 	54.175 	7.892 	19860627 	20.5
12477 	54.175 	7.892 	19860628 	18.9
12478 	54.175 	7.892 	19860629 	18.6
12479 	54.175 	7.892 	19860630 	18.9
12480 	54.175 	7.892 	19860701 	17.8
12481 	54.175 	7.892 	19860702 	20.5
12482 	54.175 	7.892 	19860703 	23.6
12483 	54.175 	7.892 	19860704 	19.6
12484 	54.175 	7.892 	19860705 	16.9
12485 	54.175 	7.892 	19860706 	18.1
12486 	54.175 	7.892 	19860707 	17.2
12487 	54.175 	7.892 	19860708 	16.6
12488 	54.175 	7.892 	19860709 	15.6
12489 	54.175 	7.892 	19860710 	16.1
12490 	54.175 	7.892 	19860711 	15.2
12491 	54.175 	7.892 	19860712 	15.2
12492 	54.175 	7.892 	19860713 	15.4
12493 	54.175 	7.892 	19860714 	16.9
12494 	54.175 	7.892 	19860715 	16.5
12495 	54.175 	7.892 	19860716 	20.8
12496 	54.175 	7.892 	19860717 	20.5
12497 	54.175 	7.892 	19860718 	17.3
12498 	54.175 	7.892 	19860719 	16.3
12499 	54.175 	7.892 	19860720 	16.3
