Row 	Latitude 	Longitude 	t 	Luftemperatur_Max
5000 	54.175 	7.892 	19660107 	3.7
5001 	54.175 	7.892 	19660108 	2.2
5002 	54.175 	7.892 	19660109 	1.3
5003 	54.175 	7.892 	19660110 	0.4
5004 	54.175 	7.892 	19660111 	0.9
5005 	54.175 	7.892 	19660112 	-0.1
5006 	54.175 	7.892 	19660113 	-0.8
5007 	54.175 	7.892 	19660114 	-2.3
5008 	54.175 	7.892 	19660115 	-0.4
5009 	54.175 	7.892 	19660116 	-0.8
5010 	54.175 	7.892 	19660117 	-0.3
5011 	54.175 	7.892 	19660118 	3.1
5012 	54.175 	7.892 	19660119 	1.6
5013 	54.175 	7.892 	19660120 	-0.5
5014 	54.175 	7.892 	19660121 	-2.9
5015 	54.175 	7.892 	19660122 	-1.3
5016 	54.175 	7.892 	19660123 	0.6
5017 	54.175 	7.892 	19660124 	2.1
5018 	54.175 	7.892 	19660125 	1.7
5019 	54.175 	7.892 	19660126 	0.8
5020 	54.175 	7.892 	19660127 	4.0
5021 	54.175 	7.892 	19660128 	4.1
5022 	54.175 	7.892 	19660129 	5.5
5023 	54.175 	7.892 	19660130 	6.6
5024 	54.175 	7.892 	19660131 	5.9
5025 	54.175 	7.892 	19660201 	4.7
5026 	54.175 	7.892 	19660202 	3.2
5027 	54.175 	7.892 	19660203 	3.9
5028 	54.175 	7.892 	19660204 	5.3
5029 	54.175 	7.892 	19660205 	6.7
5030 	54.175 	7.892 	19660206 	6.6
5031 	54.175 	7.892 	19660207 	5.0
5032 	54.175 	7.892 	19660208 	1.4
5033 	54.175 	7.892 	19660209 	-2.6
5034 	54.175 	7.892 	19660210 	-4.1
5035 	54.175 	7.892 	19660211 	-1.4
5036 	54.175 	7.892 	19660212 	-1.0
5037 	54.175 	7.892 	19660213 	-1.5
5038 	54.175 	7.892 	19660214 	-1.3
5039 	54.175 	7.892 	19660215 	-0.1
5040 	54.175 	7.892 	19660216 	1.3
5041 	54.175 	7.892 	19660217 	-2.6
5042 	54.175 	7.892 	19660218 	1.3
5043 	54.175 	7.892 	19660219 	1.7
5044 	54.175 	7.892 	19660220 	4.4
5045 	54.175 	7.892 	19660221 	6.0
5046 	54.175 	7.892 	19660222 	7.5
5047 	54.175 	7.892 	19660223 	6.2
5048 	54.175 	7.892 	19660224 	5.0
5049 	54.175 	7.892 	19660225 	5.9
5050 	54.175 	7.892 	19660226 	6.8
5051 	54.175 	7.892 	19660227 	6.7
5052 	54.175 	7.892 	19660228 	5.6
5053 	54.175 	7.892 	19660301 	5.3
5054 	54.175 	7.892 	19660302 	5.6
5055 	54.175 	7.892 	19660303 	5.6
5056 	54.175 	7.892 	19660304 	6.2
5057 	54.175 	7.892 	19660305 	3.9
5058 	54.175 	7.892 	19660306 	5.1
5059 	54.175 	7.892 	19660307 	5.1
5060 	54.175 	7.892 	19660308 	4.6
5061 	54.175 	7.892 	19660309 	4.6
5062 	54.175 	7.892 	19660310 	5.5
5063 	54.175 	7.892 	19660311 	5.7
5064 	54.175 	7.892 	19660312 	3.8
5065 	54.175 	7.892 	19660313 	1.5
5066 	54.175 	7.892 	19660314 	3.8
5067 	54.175 	7.892 	19660315 	5.3
5068 	54.175 	7.892 	19660316 	4.7
5069 	54.175 	7.892 	19660317 	5.6
5070 	54.175 	7.892 	19660318 	4.9
5071 	54.175 	7.892 	19660319 	5.1
5072 	54.175 	7.892 	19660320 	4.9
5073 	54.175 	7.892 	19660321 	5.6
5074 	54.175 	7.892 	19660322 	4.9
5075 	54.175 	7.892 	19660323 	5.4
5076 	54.175 	7.892 	19660324 	4.8
5077 	54.175 	7.892 	19660325 	4.5
5078 	54.175 	7.892 	19660326 	3.9
5079 	54.175 	7.892 	19660327 	6.1
5080 	54.175 	7.892 	19660328 	5.1
5081 	54.175 	7.892 	19660329 	4.5
5082 	54.175 	7.892 	19660330 	4.1
5083 	54.175 	7.892 	19660331 	5.7
5084 	54.175 	7.892 	19660401 	7.4
5085 	54.175 	7.892 	19660402 	8.7
5086 	54.175 	7.892 	19660403 	6.8
5087 	54.175 	7.892 	19660404 	4.6
5088 	54.175 	7.892 	19660405 	4.9
5089 	54.175 	7.892 	19660406 	6.8
5090 	54.175 	7.892 	19660407 	6.4
5091 	54.175 	7.892 	19660408 	5.3
5092 	54.175 	7.892 	19660409 	4.8
5093 	54.175 	7.892 	19660410 	3.6
5094 	54.175 	7.892 	19660411 	3.1
5095 	54.175 	7.892 	19660412 	2.3
5096 	54.175 	7.892 	19660413 	1.1
5097 	54.175 	7.892 	19660414 	0.1
5098 	54.175 	7.892 	19660415 	0.8
5099 	54.175 	7.892 	19660416 	1.6
5100 	54.175 	7.892 	19660417 	1.7
5101 	54.175 	7.892 	19660418 	2.2
5102 	54.175 	7.892 	19660419 	7.0
5103 	54.175 	7.892 	19660420 	4.3
5104 	54.175 	7.892 	19660421 	5.5
5105 	54.175 	7.892 	19660422 	6.6
5106 	54.175 	7.892 	19660423 	7.7
5107 	54.175 	7.892 	19660424 	11.1
5108 	54.175 	7.892 	19660425 	8.2
5109 	54.175 	7.892 	19660426 	10.1
5110 	54.175 	7.892 	19660427 	11.7
5111 	54.175 	7.892 	19660428 	9.8
5112 	54.175 	7.892 	19660429 	9.8
5113 	54.175 	7.892 	19660430 	12.5
5114 	54.175 	7.892 	19660501 	14.8
5115 	54.175 	7.892 	19660502 	18.0
5116 	54.175 	7.892 	19660503 	13.6
5117 	54.175 	7.892 	19660504 	11.4
5118 	54.175 	7.892 	19660505 	10.6
5119 	54.175 	7.892 	19660506 	10.3
5120 	54.175 	7.892 	19660507 	12.2
5121 	54.175 	7.892 	19660508 	10.2
5122 	54.175 	7.892 	19660509 	12.8
5123 	54.175 	7.892 	19660510 	11.8
5124 	54.175 	7.892 	19660511 	10.0
5125 	54.175 	7.892 	19660512 	14.4
5126 	54.175 	7.892 	19660513 	15.6
5127 	54.175 	7.892 	19660514 	13.0
5128 	54.175 	7.892 	19660515 	14.5
5129 	54.175 	7.892 	19660516 	15.3
5130 	54.175 	7.892 	19660517 	17.9
5131 	54.175 	7.892 	19660518 	18.1
5132 	54.175 	7.892 	19660519 	12.1
5133 	54.175 	7.892 	19660520 	11.8
5134 	54.175 	7.892 	19660521 	12.0
5135 	54.175 	7.892 	19660522 	15.8
5136 	54.175 	7.892 	19660523 	11.0
5137 	54.175 	7.892 	19660524 	10.7
5138 	54.175 	7.892 	19660525 	11.5
5139 	54.175 	7.892 	19660526 	11.8
5140 	54.175 	7.892 	19660527 	11.9
5141 	54.175 	7.892 	19660528 	12.9
5142 	54.175 	7.892 	19660529 	13.5
5143 	54.175 	7.892 	19660530 	12.8
5144 	54.175 	7.892 	19660531 	14.3
5145 	54.175 	7.892 	19660601 	10.8
5146 	54.175 	7.892 	19660602 	11.8
5147 	54.175 	7.892 	19660603 	17.6
5148 	54.175 	7.892 	19660604 	17.8
5149 	54.175 	7.892 	19660605 	16.4
5150 	54.175 	7.892 	19660606 	16.6
5151 	54.175 	7.892 	19660607 	16.5
5152 	54.175 	7.892 	19660608 	17.0
5153 	54.175 	7.892 	19660609 	18.7
5154 	54.175 	7.892 	19660610 	18.3
5155 	54.175 	7.892 	19660611 	19.6
5156 	54.175 	7.892 	19660612 	20.4
5157 	54.175 	7.892 	19660613 	17.3
5158 	54.175 	7.892 	19660614 	19.6
5159 	54.175 	7.892 	19660615 	23.2
5160 	54.175 	7.892 	19660616 	22.6
5161 	54.175 	7.892 	19660617 	22.4
5162 	54.175 	7.892 	19660618 	18.5
5163 	54.175 	7.892 	19660619 	18.5
5164 	54.175 	7.892 	19660620 	17.1
5165 	54.175 	7.892 	19660621 	17.2
5166 	54.175 	7.892 	19660622 	18.6
5167 	54.175 	7.892 	19660623 	19.4
5168 	54.175 	7.892 	19660624 	16.0
5169 	54.175 	7.892 	19660625 	15.5
5170 	54.175 	7.892 	19660626 	16.1
5171 	54.175 	7.892 	19660627 	14.5
5172 	54.175 	7.892 	19660628 	13.5
5173 	54.175 	7.892 	19660629 	16.9
5174 	54.175 	7.892 	19660630 	14.0
5175 	54.175 	7.892 	19660701 	17.4
5176 	54.175 	7.892 	19660702 	19.4
5177 	54.175 	7.892 	19660703 	18.5
5178 	54.175 	7.892 	19660704 	18.1
5179 	54.175 	7.892 	19660705 	17.4
5180 	54.175 	7.892 	19660706 	17.2
5181 	54.175 	7.892 	19660707 	15.6
5182 	54.175 	7.892 	19660708 	15.0
5183 	54.175 	7.892 	19660709 	17.5
5184 	54.175 	7.892 	19660710 	18.0
5185 	54.175 	7.892 	19660711 	17.3
5186 	54.175 	7.892 	19660712 	16.4
5187 	54.175 	7.892 	19660713 	17.6
5188 	54.175 	7.892 	19660714 	16.3
5189 	54.175 	7.892 	19660715 	15.0
5190 	54.175 	7.892 	19660716 	14.9
5191 	54.175 	7.892 	19660717 	16.4
5192 	54.175 	7.892 	19660718 	18.8
5193 	54.175 	7.892 	19660719 	21.4
5194 	54.175 	7.892 	19660720 	21.0
5195 	54.175 	7.892 	19660721 	20.2
5196 	54.175 	7.892 	19660722 	18.5
5197 	54.175 	7.892 	19660723 	16.4
5198 	54.175 	7.892 	19660724 	21.0
5199 	54.175 	7.892 	19660725 	18.4
5200 	54.175 	7.892 	19660726 	16.4
5201 	54.175 	7.892 	19660727 	16.2
5202 	54.175 	7.892 	19660728 	16.0
5203 	54.175 	7.892 	19660729 	15.8
5204 	54.175 	7.892 	19660730 	15.6
5205 	54.175 	7.892 	19660731 	16.1
5206 	54.175 	7.892 	19660801 	16.0
5207 	54.175 	7.892 	19660802 	15.7
5208 	54.175 	7.892 	19660803 	17.4
5209 	54.175 	7.892 	19660804 	17.5
5210 	54.175 	7.892 	19660805 	15.8
5211 	54.175 	7.892 	19660806 	15.6
5212 	54.175 	7.892 	19660807 	16.7
5213 	54.175 	7.892 	19660808 	17.1
5214 	54.175 	7.892 	19660809 	17.3
5215 	54.175 	7.892 	19660810 	17.3
5216 	54.175 	7.892 	19660811 	17.4
5217 	54.175 	7.892 	19660812 	20.0
5218 	54.175 	7.892 	19660813 	19.1
5219 	54.175 	7.892 	19660814 	20.0
5220 	54.175 	7.892 	19660815 	16.0
5221 	54.175 	7.892 	19660816 	16.7
5222 	54.175 	7.892 	19660817 	17.0
5223 	54.175 	7.892 	19660818 	19.3
5224 	54.175 	7.892 	19660819 	19.4
5225 	54.175 	7.892 	19660820 	20.1
5226 	54.175 	7.892 	19660821 	17.5
5227 	54.175 	7.892 	19660822 	17.7
5228 	54.175 	7.892 	19660823 	15.5
5229 	54.175 	7.892 	19660824 	15.2
5230 	54.175 	7.892 	19660825 	15.8
5231 	54.175 	7.892 	19660826 	15.8
5232 	54.175 	7.892 	19660827 	17.5
5233 	54.175 	7.892 	19660828 	18.3
5234 	54.175 	7.892 	19660829 	19.0
5235 	54.175 	7.892 	19660830 	18.5
5236 	54.175 	7.892 	19660831 	18.5
5237 	54.175 	7.892 	19660901 	17.8
5238 	54.175 	7.892 	19660902 	17.9
5239 	54.175 	7.892 	19660903 	17.0
5240 	54.175 	7.892 	19660904 	17.5
5241 	54.175 	7.892 	19660905 	16.8
5242 	54.175 	7.892 	19660906 	17.4
5243 	54.175 	7.892 	19660907 	16.2
5244 	54.175 	7.892 	19660908 	16.4
5245 	54.175 	7.892 	19660909 	15.6
5246 	54.175 	7.892 	19660910 	17.4
5247 	54.175 	7.892 	19660911 	18.1
5248 	54.175 	7.892 	19660912 	20.3
5249 	54.175 	7.892 	19660913 	19.0
5250 	54.175 	7.892 	19660914 	16.5
5251 	54.175 	7.892 	19660915 	16.4
5252 	54.175 	7.892 	19660916 	14.2
5253 	54.175 	7.892 	19660917 	15.3
5254 	54.175 	7.892 	19660918 	14.5
5255 	54.175 	7.892 	19660919 	15.0
5256 	54.175 	7.892 	19660920 	15.8
5257 	54.175 	7.892 	19660921 	16.2
5258 	54.175 	7.892 	19660922 	15.3
5259 	54.175 	7.892 	19660923 	15.5
5260 	54.175 	7.892 	19660924 	14.4
5261 	54.175 	7.892 	19660925 	14.1
5262 	54.175 	7.892 	19660926 	14.5
5263 	54.175 	7.892 	19660927 	14.0
5264 	54.175 	7.892 	19660928 	13.2
5265 	54.175 	7.892 	19660929 	13.7
5266 	54.175 	7.892 	19660930 	14.8
5267 	54.175 	7.892 	19661001 	16.2
5268 	54.175 	7.892 	19661002 	15.7
5269 	54.175 	7.892 	19661003 	17.4
5270 	54.175 	7.892 	19661004 	17.7
5271 	54.175 	7.892 	19661005 	15.4
5272 	54.175 	7.892 	19661006 	15.0
5273 	54.175 	7.892 	19661007 	16.3
5274 	54.175 	7.892 	19661008 	15.6
5275 	54.175 	7.892 	19661009 	14.3
5276 	54.175 	7.892 	19661010 	13.7
5277 	54.175 	7.892 	19661011 	15.2
5278 	54.175 	7.892 	19661012 	14.7
5279 	54.175 	7.892 	19661013 	13.5
5280 	54.175 	7.892 	19661014 	11.8
5281 	54.175 	7.892 	19661015 	15.2
5282 	54.175 	7.892 	19661016 	15.0
5283 	54.175 	7.892 	19661017 	15.2
5284 	54.175 	7.892 	19661018 	14.2
5285 	54.175 	7.892 	19661019 	15.5
5286 	54.175 	7.892 	19661020 	14.5
5287 	54.175 	7.892 	19661021 	13.8
5288 	54.175 	7.892 	19661022 	13.8
5289 	54.175 	7.892 	19661023 	12.4
5290 	54.175 	7.892 	19661024 	12.7
5291 	54.175 	7.892 	19661025 	11.5
5292 	54.175 	7.892 	19661026 	10.3
5293 	54.175 	7.892 	19661027 	10.3
5294 	54.175 	7.892 	19661028 	9.6
5295 	54.175 	7.892 	19661029 	9.0
5296 	54.175 	7.892 	19661030 	8.4
5297 	54.175 	7.892 	19661031 	7.7
5298 	54.175 	7.892 	19661101 	6.2
5299 	54.175 	7.892 	19661102 	6.6
5300 	54.175 	7.892 	19661103 	6.5
5301 	54.175 	7.892 	19661104 	6.3
5302 	54.175 	7.892 	19661105 	6.7
5303 	54.175 	7.892 	19661106 	13.1
5304 	54.175 	7.892 	19661107 	12.5
5305 	54.175 	7.892 	19661108 	12.8
5306 	54.175 	7.892 	19661109 	11.4
5307 	54.175 	7.892 	19661110 	9.4
5308 	54.175 	7.892 	19661111 	8.2
5309 	54.175 	7.892 	19661112 	7.7
5310 	54.175 	7.892 	19661113 	6.4
5311 	54.175 	7.892 	19661114 	9.0
5312 	54.175 	7.892 	19661115 	9.1
5313 	54.175 	7.892 	19661116 	9.5
5314 	54.175 	7.892 	19661117 	7.1
5315 	54.175 	7.892 	19661118 	7.1
5316 	54.175 	7.892 	19661119 	6.4
5317 	54.175 	7.892 	19661120 	5.6
5318 	54.175 	7.892 	19661121 	4.0
5319 	54.175 	7.892 	19661122 	4.7
5320 	54.175 	7.892 	19661123 	5.4
5321 	54.175 	7.892 	19661124 	6.0
5322 	54.175 	7.892 	19661125 	6.9
5323 	54.175 	7.892 	19661126 	9.4
5324 	54.175 	7.892 	19661127 	9.4
5325 	54.175 	7.892 	19661128 	8.8
5326 	54.175 	7.892 	19661129 	6.5
5327 	54.175 	7.892 	19661130 	7.5
5328 	54.175 	7.892 	19661201 	8.2
5329 	54.175 	7.892 	19661202 	8.0
5330 	54.175 	7.892 	19661203 	8.0
5331 	54.175 	7.892 	19661204 	8.2
5332 	54.175 	7.892 	19661205 	7.2
5333 	54.175 	7.892 	19661206 	5.3
5334 	54.175 	7.892 	19661207 	4.0
5335 	54.175 	7.892 	19661208 	6.0
5336 	54.175 	7.892 	19661209 	6.8
5337 	54.175 	7.892 	19661210 	7.3
5338 	54.175 	7.892 	19661211 	6.8
5339 	54.175 	7.892 	19661212 	4.7
5340 	54.175 	7.892 	19661213 	4.2
5341 	54.175 	7.892 	19661214 	4.5
5342 	54.175 	7.892 	19661215 	3.3
5343 	54.175 	7.892 	19661216 	5.5
5344 	54.175 	7.892 	19661217 	7.3
5345 	54.175 	7.892 	19661218 	8.5
5346 	54.175 	7.892 	19661219 	8.0
5347 	54.175 	7.892 	19661220 	6.0
5348 	54.175 	7.892 	19661221 	5.5
5349 	54.175 	7.892 	19661222 	5.0
5350 	54.175 	7.892 	19661223 	7.3
5351 	54.175 	7.892 	19661224 	6.4
5352 	54.175 	7.892 	19661225 	5.7
5353 	54.175 	7.892 	19661226 	5.2
5354 	54.175 	7.892 	19661227 	3.5
5355 	54.175 	7.892 	19661228 	5.4
5356 	54.175 	7.892 	19661229 	7.3
5357 	54.175 	7.892 	19661230 	6.9
5358 	54.175 	7.892 	19661231 	7.4
5359 	54.175 	7.892 	19670101 	7.3
5360 	54.175 	7.892 	19670102 	5.9
5361 	54.175 	7.892 	19670103 	4.5
5362 	54.175 	7.892 	19670104 	3.2
5363 	54.175 	7.892 	19670105 	2.1
5364 	54.175 	7.892 	19670106 	0.5
5365 	54.175 	7.892 	19670107 	-0.6
5366 	54.175 	7.892 	19670108 	2.8
5367 	54.175 	7.892 	19670109 	0.5
5368 	54.175 	7.892 	19670110 	4.5
5369 	54.175 	7.892 	19670111 	5.5
5370 	54.175 	7.892 	19670112 	5.4
5371 	54.175 	7.892 	19670113 	6.5
5372 	54.175 	7.892 	19670114 	6.5
5373 	54.175 	7.892 	19670115 	5.4
5374 	54.175 	7.892 	19670116 	4.6
5375 	54.175 	7.892 	19670117 	3.9
5376 	54.175 	7.892 	19670118 	4.2
5377 	54.175 	7.892 	19670119 	6.1
5378 	54.175 	7.892 	19670120 	5.6
5379 	54.175 	7.892 	19670121 	5.8
5380 	54.175 	7.892 	19670122 	5.4
5381 	54.175 	7.892 	19670123 	4.8
5382 	54.175 	7.892 	19670124 	3.4
5383 	54.175 	7.892 	19670125 	4.6
5384 	54.175 	7.892 	19670126 	5.9
5385 	54.175 	7.892 	19670127 	2.5
5386 	54.175 	7.892 	19670128 	6.1
5387 	54.175 	7.892 	19670129 	6.3
5388 	54.175 	7.892 	19670130 	5.5
5389 	54.175 	7.892 	19670131 	6.5
5390 	54.175 	7.892 	19670201 	6.4
5391 	54.175 	7.892 	19670202 	6.5
5392 	54.175 	7.892 	19670203 	7.3
5393 	54.175 	7.892 	19670204 	6.8
5394 	54.175 	7.892 	19670205 	6.0
5395 	54.175 	7.892 	19670206 	5.8
5396 	54.175 	7.892 	19670207 	5.6
5397 	54.175 	7.892 	19670208 	4.5
5398 	54.175 	7.892 	19670209 	4.2
5399 	54.175 	7.892 	19670210 	5.5
5400 	54.175 	7.892 	19670211 	5.0
5401 	54.175 	7.892 	19670212 	4.4
5402 	54.175 	7.892 	19670213 	1.6
5403 	54.175 	7.892 	19670214 	1.5
5404 	54.175 	7.892 	19670215 	2.3
5405 	54.175 	7.892 	19670216 	2.6
5406 	54.175 	7.892 	19670217 	4.7
5407 	54.175 	7.892 	19670218 	5.7
5408 	54.175 	7.892 	19670219 	7.0
5409 	54.175 	7.892 	19670220 	6.4
5410 	54.175 	7.892 	19670221 	6.0
5411 	54.175 	7.892 	19670222 	6.0
5412 	54.175 	7.892 	19670223 	8.3
5413 	54.175 	7.892 	19670224 	5.8
5414 	54.175 	7.892 	19670225 	5.1
5415 	54.175 	7.892 	19670226 	6.6
5416 	54.175 	7.892 	19670227 	6.6
5417 	54.175 	7.892 	19670228 	7.1
5418 	54.175 	7.892 	19670301 	6.0
5419 	54.175 	7.892 	19670302 	6.1
5420 	54.175 	7.892 	19670303 	6.4
5421 	54.175 	7.892 	19670304 	6.4
5422 	54.175 	7.892 	19670305 	5.6
5423 	54.175 	7.892 	19670306 	7.0
5424 	54.175 	7.892 	19670307 	7.8
5425 	54.175 	7.892 	19670308 	8.5
5426 	54.175 	7.892 	19670309 	8.9
5427 	54.175 	7.892 	19670310 	10.1
5428 	54.175 	7.892 	19670311 	7.1
5429 	54.175 	7.892 	19670312 	6.4
5430 	54.175 	7.892 	19670313 	6.3
5431 	54.175 	7.892 	19670314 	6.3
5432 	54.175 	7.892 	19670315 	7.0
5433 	54.175 	7.892 	19670316 	6.2
5434 	54.175 	7.892 	19670317 	6.3
5435 	54.175 	7.892 	19670318 	6.5
5436 	54.175 	7.892 	19670319 	7.0
5437 	54.175 	7.892 	19670320 	6.4
5438 	54.175 	7.892 	19670321 	7.3
5439 	54.175 	7.892 	19670322 	7.2
5440 	54.175 	7.892 	19670323 	6.2
5441 	54.175 	7.892 	19670324 	6.4
5442 	54.175 	7.892 	19670325 	7.3
5443 	54.175 	7.892 	19670326 	8.3
5444 	54.175 	7.892 	19670327 	7.4
5445 	54.175 	7.892 	19670328 	6.7
5446 	54.175 	7.892 	19670329 	5.8
5447 	54.175 	7.892 	19670330 	6.9
5448 	54.175 	7.892 	19670331 	6.0
5449 	54.175 	7.892 	19670401 	5.7
5450 	54.175 	7.892 	19670402 	7.0
5451 	54.175 	7.892 	19670403 	7.3
5452 	54.175 	7.892 	19670404 	8.2
5453 	54.175 	7.892 	19670405 	7.3
5454 	54.175 	7.892 	19670406 	6.1
5455 	54.175 	7.892 	19670407 	5.8
5456 	54.175 	7.892 	19670408 	5.7
5457 	54.175 	7.892 	19670409 	8.3
5458 	54.175 	7.892 	19670410 	6.7
5459 	54.175 	7.892 	19670411 	11.3
5460 	54.175 	7.892 	19670412 	10.4
5461 	54.175 	7.892 	19670413 	11.3
5462 	54.175 	7.892 	19670414 	7.2
5463 	54.175 	7.892 	19670415 	8.4
5464 	54.175 	7.892 	19670416 	8.5
5465 	54.175 	7.892 	19670417 	9.1
5466 	54.175 	7.892 	19670418 	7.4
5467 	54.175 	7.892 	19670419 	7.5
5468 	54.175 	7.892 	19670420 	8.5
5469 	54.175 	7.892 	19670421 	7.5
5470 	54.175 	7.892 	19670422 	6.3
5471 	54.175 	7.892 	19670423 	6.5
5472 	54.175 	7.892 	19670424 	7.7
5473 	54.175 	7.892 	19670425 	9.3
5474 	54.175 	7.892 	19670426 	10.5
5475 	54.175 	7.892 	19670427 	9.7
5476 	54.175 	7.892 	19670428 	8.6
5477 	54.175 	7.892 	19670429 	9.2
5478 	54.175 	7.892 	19670430 	10.0
5479 	54.175 	7.892 	19670501 	8.7
5480 	54.175 	7.892 	19670502 	7.9
5481 	54.175 	7.892 	19670503 	7.8
5482 	54.175 	7.892 	19670504 	11.6
5483 	54.175 	7.892 	19670505 	12.5
5484 	54.175 	7.892 	19670506 	10.3
5485 	54.175 	7.892 	19670507 	12.6
5486 	54.175 	7.892 	19670508 	12.0
5487 	54.175 	7.892 	19670509 	13.2
5488 	54.175 	7.892 	19670510 	14.7
5489 	54.175 	7.892 	19670511 	18.9
5490 	54.175 	7.892 	19670512 	16.7
5491 	54.175 	7.892 	19670513 	15.3
5492 	54.175 	7.892 	19670514 	13.7
5493 	54.175 	7.892 	19670515 	14.0
5494 	54.175 	7.892 	19670516 	14.2
5495 	54.175 	7.892 	19670517 	14.7
5496 	54.175 	7.892 	19670518 	12.1
5497 	54.175 	7.892 	19670519 	11.3
5498 	54.175 	7.892 	19670520 	11.8
5499 	54.175 	7.892 	19670521 	13.8
5500 	54.175 	7.892 	19670522 	15.4
5501 	54.175 	7.892 	19670523 	11.1
5502 	54.175 	7.892 	19670524 	12.5
5503 	54.175 	7.892 	19670525 	12.0
5504 	54.175 	7.892 	19670526 	12.7
5505 	54.175 	7.892 	19670527 	14.5
5506 	54.175 	7.892 	19670528 	16.3
5507 	54.175 	7.892 	19670529 	15.0
5508 	54.175 	7.892 	19670530 	12.0
5509 	54.175 	7.892 	19670531 	14.5
5510 	54.175 	7.892 	19670601 	16.2
5511 	54.175 	7.892 	19670602 	14.4
5512 	54.175 	7.892 	19670603 	14.2
5513 	54.175 	7.892 	19670604 	15.2
5514 	54.175 	7.892 	19670605 	12.9
5515 	54.175 	7.892 	19670606 	14.3
5516 	54.175 	7.892 	19670607 	14.3
5517 	54.175 	7.892 	19670608 	13.2
5518 	54.175 	7.892 	19670609 	12.2
5519 	54.175 	7.892 	19670610 	12.3
5520 	54.175 	7.892 	19670611 	14.6
5521 	54.175 	7.892 	19670612 	15.8
5522 	54.175 	7.892 	19670613 	14.5
5523 	54.175 	7.892 	19670614 	15.4
5524 	54.175 	7.892 	19670615 	15.3
5525 	54.175 	7.892 	19670616 	15.2
5526 	54.175 	7.892 	19670617 	15.3
5527 	54.175 	7.892 	19670618 	16.7
5528 	54.175 	7.892 	19670619 	17.1
5529 	54.175 	7.892 	19670620 	16.3
5530 	54.175 	7.892 	19670621 	15.6
5531 	54.175 	7.892 	19670622 	15.2
5532 	54.175 	7.892 	19670623 	16.1
5533 	54.175 	7.892 	19670624 	14.6
5534 	54.175 	7.892 	19670625 	19.4
5535 	54.175 	7.892 	19670626 	18.5
5536 	54.175 	7.892 	19670627 	16.1
5537 	54.175 	7.892 	19670628 	17.3
5538 	54.175 	7.892 	19670629 	15.6
5539 	54.175 	7.892 	19670630 	15.3
5540 	54.175 	7.892 	19670701 	15.8
5541 	54.175 	7.892 	19670702 	19.0
5542 	54.175 	7.892 	19670703 	17.6
5543 	54.175 	7.892 	19670704 	15.5
5544 	54.175 	7.892 	19670705 	18.4
5545 	54.175 	7.892 	19670706 	19.6
5546 	54.175 	7.892 	19670707 	20.3
5547 	54.175 	7.892 	19670708 	18.5
5548 	54.175 	7.892 	19670709 	16.2
5549 	54.175 	7.892 	19670710 	17.6
5550 	54.175 	7.892 	19670711 	18.3
5551 	54.175 	7.892 	19670712 	17.2
5552 	54.175 	7.892 	19670713 	19.3
5553 	54.175 	7.892 	19670714 	18.0
5554 	54.175 	7.892 	19670715 	19.2
5555 	54.175 	7.892 	19670716 	17.6
5556 	54.175 	7.892 	19670717 	18.8
5557 	54.175 	7.892 	19670718 	21.8
5558 	54.175 	7.892 	19670719 	20.3
5559 	54.175 	7.892 	19670720 	18.5
5560 	54.175 	7.892 	19670721 	18.4
5561 	54.175 	7.892 	19670722 	18.3
5562 	54.175 	7.892 	19670723 	18.1
5563 	54.175 	7.892 	19670724 	18.6
5564 	54.175 	7.892 	19670725 	18.0
5565 	54.175 	7.892 	19670726 	19.3
5566 	54.175 	7.892 	19670727 	20.1
5567 	54.175 	7.892 	19670728 	19.5
5568 	54.175 	7.892 	19670729 	18.8
5569 	54.175 	7.892 	19670730 	19.1
5570 	54.175 	7.892 	19670731 	21.3
5571 	54.175 	7.892 	19670801 	23.5
5572 	54.175 	7.892 	19670802 	22.6
5573 	54.175 	7.892 	19670803 	19.6
5574 	54.175 	7.892 	19670804 	17.6
5575 	54.175 	7.892 	19670805 	17.5
5576 	54.175 	7.892 	19670806 	19.1
5577 	54.175 	7.892 	19670807 	19.8
5578 	54.175 	7.892 	19670808 	20.5
5579 	54.175 	7.892 	19670809 	19.0
5580 	54.175 	7.892 	19670810 	19.5
5581 	54.175 	7.892 	19670811 	19.6
5582 	54.175 	7.892 	19670812 	17.8
5583 	54.175 	7.892 	19670813 	16.7
5584 	54.175 	7.892 	19670814 	17.8
5585 	54.175 	7.892 	19670815 	17.3
5586 	54.175 	7.892 	19670816 	18.4
5587 	54.175 	7.892 	19670817 	18.2
5588 	54.175 	7.892 	19670818 	17.3
5589 	54.175 	7.892 	19670819 	17.4
5590 	54.175 	7.892 	19670820 	16.6
5591 	54.175 	7.892 	19670821 	17.6
5592 	54.175 	7.892 	19670822 	18.2
5593 	54.175 	7.892 	19670823 	18.5
5594 	54.175 	7.892 	19670824 	17.3
5595 	54.175 	7.892 	19670825 	18.0
5596 	54.175 	7.892 	19670826 	18.2
5597 	54.175 	7.892 	19670827 	18.1
5598 	54.175 	7.892 	19670828 	18.0
5599 	54.175 	7.892 	19670829 	20.0
5600 	54.175 	7.892 	19670830 	18.3
5601 	54.175 	7.892 	19670831 	18.4
5602 	54.175 	7.892 	19670901 	17.0
5603 	54.175 	7.892 	19670902 	17.8
5604 	54.175 	7.892 	19670903 	17.0
5605 	54.175 	7.892 	19670904 	17.3
