"nm" "bkm" "wfl" "SBez" "lage.15" "Makrolage" "NeuerVertrag" "dauermv" "gew.HH_Total" "gew.HH_Erw" "gew.md"
"877" 766 898.1 55 "Sendling-Westpark" 2 0 0 70 0.543992050276629 0.541360416945076 0.961135367784455
"878" 1100 1200 69 "Sendling-Westpark" 2 0 0 6 1.08798410055326 1.08272083389015 0.961135367784455
"879" 1020 1052.26 83 "Sendling-Westpark" 3 0 0 133 1.08798410055326 1.08272083389015 1.0008582768322
"880" 700 840 44 "Sendling-Westpark" 2 0 0 147 1.08798410055326 1.08272083389015 1.0008582768322
"881" 810 907.22 62 "Sendling-Westpark" 2 0 1 57 1.08798410055326 1.08272083389015 0.961135367784455
"882" 835.52 900 62 "Sendling-Westpark" 3 0 1 17 1.08798410055326 1.08272083389015 0.961135367784455
"883" 1110 1278.66 82 "Sendling-Westpark" 3 0 0 71 1.08798410055326 1.08272083389015 0.961135367784455
"884" 1120 1286 47 "Sendling-Westpark" 2 0 0 4 0.543992050276629 0.541360416945076 0.961135367784455
"885" 650 729.25 51 "Sendling-Westpark" 2 0 1 55 1.08798410055326 1.08272083389015 0.961135367784455
"886" 665 750.43 51 "Sendling-Westpark" 2 0 1 59 0.543992050276629 0.541360416945076 0.961135367784455
"887" 1354 1505.32 108 "Sendling-Westpark" 2 0 1 21 1.08798410055326 1.08272083389015 0.961135367784455
"888" 1000 1150 67 "Sendling-Westpark" 2 0 1 7 1.08798410055326 1.08272083389015 0.961135367784455
"889" 1120 1210.89 67 "Sendling-Westpark" 2 0 1 18 1.08798410055326 1.08272083389015 0.961135367784455
"890" 379.5 450.3 30 "Sendling-Westpark" 2 0 0 149 1.08798410055326 1.08272083389015 1.0008582768322
"891" 590 668 40 "Schwanthalerh<U+00F6>he" 2 1 0 178 1.08798410055326 1.08272083389015 1.0008582768322
"892" 735.46 801 58 "Schwanthalerh<U+00F6>he" 2 1 0 247 0.543992050276629 0.541360416945076 1.18452668384622
"893" 860.5 984.8 110 "Schwanthalerh<U+00F6>he" 2 1 0 286 0.543992050276629 0.541360416945076 1.18452668384622
"894" 1600 1767.76 114 "Schwanthalerh<U+00F6>he" 2 1 1 41 1.08798410055326 1.08272083389015 0.961135367784455
"895" 980.4 1087.52 103 "Schwanthalerh<U+00F6>he" 2 1 0 314 1.08798410055326 1.08272083389015 1.18452668384622
"896" 769 922.48 103 "Schwanthalerh<U+00F6>he" 2 0 0 101 1.08798410055326 1.08272083389015 0.961135367784455
"897" 522 704 76 "Schwanthalerh<U+00F6>he" 2 0 1 12 1.08798410055326 1.08272083389015 0.961135367784455
"898" 553.5 650.14 84 "Schwanthalerh<U+00F6>he" 2 0 0 54 0.543992050276629 1.08272083389015 0.961135367784455
"899" 325 400.2 48 "Schwanthalerh<U+00F6>he" 2 1 0 213 1.08798410055326 1.08272083389015 1.0008582768322
"900" 655.7 783.01 97 "Schwanthalerh<U+00F6>he" 2 1 0 77 1.08798410055326 1.08272083389015 0.961135367784455
"901" 2035 2155.01 131 "Schwanthalerh<U+00F6>he" 2 1 0 101 1.08798410055326 1.08272083389015 0.961135367784455
"902" 480 484.25 65 "Schwanthalerh<U+00F6>he" 2 1 0 245 1.08798410055326 1.08272083389015 1.18452668384622
"903" 1741.92 1931.42 114 "Schwanthalerh<U+00F6>he" 3 1 0 214 0.543992050276629 0.541360416945076 1.0008582768322
"904" 1066.1 1168.82 76 "Schwanthalerh<U+00F6>he" 2 0 0 70 0.543992050276629 0.541360416945076 0.961135367784455
"905" 790 779.08 32 "Schwanthalerh<U+00F6>he" 2 1 1 35 1.08798410055326 1.08272083389015 0.961135367784455
"906" 830 858.75 45 "Schwanthalerh<U+00F6>he" 2 1 0 117 0.543992050276629 0.541360416945076 0.961135367784455
"907" 867.8 978.04 106 "Schwanthalerh<U+00F6>he" 2 0 0 243 0.543992050276629 0.541360416945076 1.18452668384622
"908" 1418.1 1519.63 101 "Schwanthalerh<U+00F6>he" 2 1 1 14 1.08798410055326 1.08272083389015 0.961135367784455
"909" 373.4 477.12 54 "Schwanthalerh<U+00F6>he" 2 1 0 135 0.543992050276629 0.541360416945076 1.0008582768322
"910" 1800 1982.06 121 "Schwanthalerh<U+00F6>he" 2 1 1 32 1.08798410055326 1.08272083389015 0.961135367784455
"911" 743.49 860.64 86 "Schwanthalerh<U+00F6>he" 2 1 0 344 1.08798410055326 1.08272083389015 1.18452668384622
"912" 1000 1200 68 "Schwanthalerh<U+00F6>he" 2 1 0 5 1.08798410055326 1.08272083389015 0.961135367784455
"913" 1630 1809.3 101 "Schwanthalerh<U+00F6>he" 2 1 1 38 1.08798410055326 1.08272083389015 0.961135367784455
"914" 550 590 46 "Schwanthalerh<U+00F6>he" 2 1 0 24 0.543992050276629 0.541360416945076 0.961135367784455
"915" 831.1 989.3 120 "Schwanthalerh<U+00F6>he" 2 1 0 22 1.08798410055326 1.08272083389015 0.961135367784455
"916" 247.9 362.42 59 "Schwanthalerh<U+00F6>he" 2 1 1 29 0.543992050276629 0.541360416945076 0.961135367784455
"917" 725 814.1 53 "Schwanthalerh<U+00F6>he" 2 0 1 44 1.08798410055326 1.08272083389015 0.961135367784455
"918" 2357 2413 120 "Schwanthalerh<U+00F6>he" 2 0 1 44 1.08798410055326 1.08272083389015 0.961135367784455
"919" 1035 1109.81 73 "Schwanthalerh<U+00F6>he" 2 0 0 58 1.08798410055326 1.08272083389015 0.961135367784455
"920" 1325 1420.69 57 "Schwanthalerh<U+00F6>he" 3 1 0 26 0.543992050276629 0.541360416945076 0.961135367784455
"921" 905 1033.3 55 "Schwanthalerh<U+00F6>he" 3 1 0 40 1.08798410055326 1.08272083389015 0.961135367784455
"922" 1080 1200 77 "Schwanthalerh<U+00F6>he" 2 1 0 244 1.08798410055326 1.08272083389015 1.18452668384622
"923" 1060 1163.8 65 "Schwanthalerh<U+00F6>he" 3 1 1 44 1.08798410055326 1.08272083389015 0.961135367784455
"924" 394.8 450.8 39 "Schwanthalerh<U+00F6>he" 2 1 0 242 1.08798410055326 1.08272083389015 1.18452668384622
"925" 2501 2694.64 108 "Schwanthalerh<U+00F6>he" 2 1 0 117 1.08798410055326 1.08272083389015 0.961135367784455
"926" 1100 1167.2 84 "Schwanthalerh<U+00F6>he" 2 1 0 125 0.543992050276629 0.541360416945076 1.0008582768322
"927" 948.7 1182.86 108 "Schwanthalerh<U+00F6>he" 3 1 0 210 1.08798410055326 1.08272083389015 1.0008582768322
"928" 1830 2022.94 106 "Schwanthalerh<U+00F6>he" 2 1 0 68 1.08798410055326 1.08272083389015 0.961135367784455
"929" 680 768.72 37 "Schwanthalerh<U+00F6>he" 2 0 1 19 1.08798410055326 1.08272083389015 0.961135367784455
"930" 640 890 49 "Schwanthalerh<U+00F6>he" 2 1 0 196 1.08798410055326 1.08272083389015 1.0008582768322
"931" 1534.26 1645 98 "Schwanthalerh<U+00F6>he" 2 1 0 73 1.08798410055326 1.08272083389015 0.961135367784455
"932" 842 960.68 54 "Schwanthalerh<U+00F6>he" 2 1 1 31 1.08798410055326 1.08272083389015 0.961135367784455
"933" 857.9 931.35 65 "Schwanthalerh<U+00F6>he" 2 0 1 52 0.543992050276629 0.541360416945076 0.961135367784455
"934" 1427.38 1590.53 95 "Schwanthalerh<U+00F6>he" 2 1 0 73 0.543992050276629 0.541360416945076 0.961135367784455
"935" 1280 1470 65 "Schwanthalerh<U+00F6>he" 2 0 1 4 1.08798410055326 1.08272083389015 0.961135367784455
"936" 852 955.8 55 "Schwanthalerh<U+00F6>he" 2 1 1 36 1.08798410055326 1.08272083389015 0.961135367784455
"937" 1010 1100 74 "Schwanthalerh<U+00F6>he" 2 1 0 178 1.08798410055326 1.08272083389015 1.0008582768322
"938" 765 826.41 43 "Schwanthalerh<U+00F6>he" 2 1 0 41 1.08798410055326 1.08272083389015 0.961135367784455
"939" 1037.78 1167.78 69 "Schwanthalerh<U+00F6>he" 2 1 0 128 0.543992050276629 0.541360416945076 1.0008582768322
"940" 795 872.28 64 "Schwanthalerh<U+00F6>he" 2 1 0 157 1.08798410055326 1.08272083389015 1.0008582768322
"941" 1317 1625 100 "Schwanthalerh<U+00F6>he" 2 1 0 41 0.543992050276629 0.541360416945076 0.961135367784455
"942" 975 1195.62 62 "Schwanthalerh<U+00F6>he" 2 1 0 92 0.543992050276629 0.541360416945076 0.961135367784455
"943" 890 979.9 53 "Schwanthalerh<U+00F6>he" 2 1 0 68 0.543992050276629 0.541360416945076 0.961135367784455
"944" 900 965.6 68 "Schwanthalerh<U+00F6>he" 2 1 0 38 0.543992050276629 0.541360416945076 0.961135367784455
"945" 890 1000 60 "Schwanthalerh<U+00F6>he" 2 1 1 39 0.543992050276629 0.541360416945076 0.961135367784455
"946" 1748.02 2024.12 114 "Schwanthalerh<U+00F6>he" 2 1 0 116 1.08798410055326 1.08272083389015 0.961135367784455
"947" 1824 2092.12 116 "Schwanthalerh<U+00F6>he" 2 1 0 17 1.08798410055326 1.08272083389015 0.961135367784455
"948" 1500 1665.16 101 "Schwanthalerh<U+00F6>he" 2 1 1 32 1.08798410055326 1.08272083389015 0.961135367784455
"949" 1360 1570 89 "Schwanthalerh<U+00F6>he" 2 1 1 7 1.08798410055326 1.08272083389015 0.961135367784455
"950" 1037.56 1101 61 "Schwanthalerh<U+00F6>he" 2 1 0 76 1.08798410055326 1.08272083389015 0.961135367784455
"951" 450 511.25 27 "Schwanthalerh<U+00F6>he" 2 1 1 36 1.08798410055326 1.08272083389015 0.961135367784455
"952" 625 705 35 "Schwanthalerh<U+00F6>he" 2 1 0 427 1.08798410055326 1.08272083389015 1.18452668384622
"953" 1003.33 1070 59 "Schwanthalerh<U+00F6>he" 2 1 0 15 1.08798410055326 1.08272083389015 0.961135367784455
"954" 610 666.52 36 "Schwanthalerh<U+00F6>he" 2 1 0 40 1.08798410055326 1.08272083389015 0.961135367784455
"955" 1110.73 1200 79 "Schwanthalerh<U+00F6>he" 2 1 1 2 1.08798410055326 1.08272083389015 0.961135367784455
"956" 1150 1380 65 "Schwanthalerh<U+00F6>he" 2 1 1 4 1.08798410055326 1.08272083389015 0.961135367784455
"957" 1012 1143.77 82 "Schwanthalerh<U+00F6>he" 2 1 0 318 0.543992050276629 0.541360416945076 1.18452668384622
"958" 1106.7 1246.7 76 "Schwanthalerh<U+00F6>he" 2 1 0 52 1.08798410055326 1.08272083389015 0.961135367784455
"959" 1050 1180 68 "Schwanthalerh<U+00F6>he" 2 0 1 1 1.08798410055326 1.08272083389015 0.961135367784455
"960" 1116.55 1190 65 "Schwanthalerh<U+00F6>he" 2 1 1 8 1.08798410055326 1.08272083389015 0.961135367784455
"961" 1180 1295.62 74 "Schwanthalerh<U+00F6>he" 2 1 0 14 1.08798410055326 1.08272083389015 0.961135367784455
"962" 1352.82 1450 86 "Schwanthalerh<U+00F6>he" 2 1 0 43 0.543992050276629 0.541360416945076 0.961135367784455
"963" 1072.88 1180 103 "Schwanthalerh<U+00F6>he" 2 1 0 205 0.543992050276629 1.08272083389015 1.0008582768322
"964" 1150 1285.62 78 "Neuhausen-Nymphenburg" 4 0 1 14 1.08798410055326 1.08272083389015 0.961135367784455
"965" 890 985.98 63 "Neuhausen-Nymphenburg" 3 1 0 125 1.08798410055326 1.08272083389015 1.0008582768322
"966" 1220 1340 67 "Neuhausen-Nymphenburg" 3 1 1 22 0.543992050276629 0.541360416945076 0.961135367784455
"967" 1650 1741.25 75 "Neuhausen-Nymphenburg" 4 0 0 65 1.08798410055326 1.08272083389015 0.961135367784455
"968" 550 675 32 "Neuhausen-Nymphenburg" 3 0 1 20 1.08798410055326 1.08272083389015 0.961135367784455
"969" 1040 1141.6 40 "Neuhausen-Nymphenburg" 3 0 1 8 1.08798410055326 1.08272083389015 0.961135367784455
"970" 902.22 977.93 67 "Neuhausen-Nymphenburg" 3 0 0 130 1.08798410055326 1.08272083389015 1.0008582768322
"971" 1195 1381.12 82 "Neuhausen-Nymphenburg" 2 0 1 55 1.08798410055326 1.08272083389015 0.961135367784455
"972" 857.07 967.22 55 "Neuhausen-Nymphenburg" 3 1 0 259 1.08798410055326 1.08272083389015 1.18452668384622
"973" 545.65 624.91 65 "Neuhausen-Nymphenburg" 3 1 0 205 0.543992050276629 0.541360416945076 1.0008582768322
"974" 1735 1925 70 "Neuhausen-Nymphenburg" 2 1 0 6 1.08798410055326 1.08272083389015 0.961135367784455
"975" 625.28 675 44 "Neuhausen-Nymphenburg" 2 1 0 183 1.08798410055326 1.08272083389015 1.0008582768322
"976" 1200 1300 58 "Neuhausen-Nymphenburg" 3 1 1 15 1.08798410055326 1.08272083389015 0.961135367784455
"977" 1316.08 1389.92 71 "Neuhausen-Nymphenburg" 2 1 1 58 1.08798410055326 1.08272083389015 0.961135367784455
"978" 816.63 913.81 86 "Neuhausen-Nymphenburg" 3 1 0 210 1.08798410055326 1.08272083389015 1.0008582768322
"979" 1199.76 1274.64 72 "Neuhausen-Nymphenburg" 3 1 0 16 1.08798410055326 1.08272083389015 0.961135367784455
"980" 990 1075 68 "Neuhausen-Nymphenburg" 3 1 1 19 1.08798410055326 1.08272083389015 0.961135367784455
"981" 579.28 612.56 32 "Neuhausen-Nymphenburg" 3 0 0 72 1.08798410055326 1.08272083389015 0.961135367784455
"982" 1750 1900 125 "Neuhausen-Nymphenburg" 3 0 0 93 1.08798410055326 1.08272083389015 0.961135367784455
"983" 1990 2148.36 84 "Neuhausen-Nymphenburg" 4 0 1 8 1.08798410055326 1.08272083389015 0.961135367784455
"984" 1420 1538.1 73 "Neuhausen-Nymphenburg" 2 0 1 17 1.08798410055326 1.08272083389015 0.961135367784455
"985" 959.84 1135.43 86 "Neuhausen-Nymphenburg" 2 1 0 174 0.543992050276629 0.541360416945076 1.0008582768322
"986" 396.8 477.8 24 "Neuhausen-Nymphenburg" 2 1 0 139 1.08798410055326 1.08272083389015 1.0008582768322
"987" 900 1006.32 52 "Neuhausen-Nymphenburg" 2 0 0 89 1.08798410055326 1.08272083389015 0.961135367784455
"988" 880 980 57 "Neuhausen-Nymphenburg" 2 1 1 7 1.08798410055326 1.08272083389015 0.961135367784455
"989" 750 910 42 "Neuhausen-Nymphenburg" 2 1 1 9 1.08798410055326 1.08272083389015 0.961135367784455
"990" 1190 1320.65 73 "Neuhausen-Nymphenburg" 2 1 1 29 1.08798410055326 1.08272083389015 0.961135367784455
"991" 1640 1751.99 81 "Neuhausen-Nymphenburg" 2 1 1 10 1.08798410055326 1.08272083389015 0.961135367784455
"992" 1480 1646.2 84 "Neuhausen-Nymphenburg" 2 1 1 13 1.08798410055326 1.08272083389015 0.961135367784455
"993" 520 563.9 34 "Neuhausen-Nymphenburg" 2 1 0 93 1.08798410055326 1.08272083389015 0.961135367784455
"994" 470 528.45 43 "Neuhausen-Nymphenburg" 2 1 1 60 1.08798410055326 1.08272083389015 0.961135367784455
"995" 1400 1516.51 69 "Neuhausen-Nymphenburg" 4 0 1 5 1.08798410055326 1.08272083389015 0.961135367784455
"996" 886.61 1007.61 81 "Neuhausen-Nymphenburg" 3 0 0 259 1.08798410055326 1.08272083389015 1.18452668384622
"997" 302 412 82 "Neuhausen-Nymphenburg" 2 0 0 664 1.08798410055326 1.08272083389015 1.18452668384622
"998" 397.7 517.63 57 "Neuhausen-Nymphenburg" 2 0 1 24 1.08798410055326 1.08272083389015 0.961135367784455
"999" 1450 1552.15 85 "Neuhausen-Nymphenburg" 4 0 1 4 1.08798410055326 1.08272083389015 0.961135367784455
"1000" 1163 1304 100 "Neuhausen-Nymphenburg" 3 0 0 159 1.08798410055326 1.08272083389015 1.0008582768322
"1001" 534 612.46 39 "Neuhausen-Nymphenburg" 3 0 0 142 1.08798410055326 1.08272083389015 1.0008582768322
"1002" 1400 1518.91 71 "Neuhausen-Nymphenburg" 4 0 1 31 1.08798410055326 1.08272083389015 0.961135367784455
"1003" 1001 1157.1 94 "Neuhausen-Nymphenburg" 4 0 0 554 1.08798410055326 1.08272083389015 1.18452668384622
"1004" 764 863.63 57 "Neuhausen-Nymphenburg" 2 1 1 70 1.08798410055326 1.08272083389015 0.961135367784455
"1005" 510 560.02 34 "Neuhausen-Nymphenburg" 2 1 1 62 0.543992050276629 0.541360416945076 0.961135367784455
"1006" 1451.36 1561.08 92 "Neuhausen-Nymphenburg" 3 0 0 30 1.08798410055326 1.08272083389015 0.961135367784455
"1007" 1015.99 1186.27 111 "Neuhausen-Nymphenburg" 3 0 0 231 1.08798410055326 1.08272083389015 1.0008582768322
"1008" 620 680 38 "Neuhausen-Nymphenburg" 3 0 0 62 1.08798410055326 1.08272083389015 0.961135367784455
"1009" 883.27 989.19 59 "Neuhausen-Nymphenburg" 2 1 1 52 1.08798410055326 1.08272083389015 0.961135367784455
"1010" 1215 1378.87 99 "Neuhausen-Nymphenburg" 2 1 1 52 1.08798410055326 1.08272083389015 0.961135367784455
"1011" 1120.96 1200 76 "Neuhausen-Nymphenburg" 2 1 0 20 0.543992050276629 0.541360416945076 0.961135367784455
"1012" 1400 1510 80 "Neuhausen-Nymphenburg" 2 1 1 5 1.08798410055326 1.08272083389015 0.961135367784455
"1013" 933 1060.46 74 "Neuhausen-Nymphenburg" 2 1 1 12 1.08798410055326 1.08272083389015 0.961135367784455
"1014" 1448.24 1555.74 101 "Neuhausen-Nymphenburg" 3 0 0 130 1.08798410055326 1.08272083389015 1.0008582768322
"1015" 1311.09 1556.69 80 "Neuhausen-Nymphenburg" 3 0 0 20 1.08798410055326 1.08272083389015 0.961135367784455
"1016" 1213.46 1332.97 83 "Neuhausen-Nymphenburg" 3 0 0 134 1.08798410055326 1.08272083389015 1.0008582768322
"1017" 1337 1432.2 80 "Neuhausen-Nymphenburg" 3 0 0 71 1.08798410055326 1.08272083389015 0.961135367784455
"1018" 764.51 843.53 66 "Neuhausen-Nymphenburg" 3 0 0 104 0.543992050276629 0.541360416945076 0.961135367784455
"1019" 1150 1240 88 "Neuhausen-Nymphenburg" 3 1 0 65 1.08798410055326 1.08272083389015 0.961135367784455
"1020" 807 917 81 "Neuhausen-Nymphenburg" 3 1 0 183 1.08798410055326 1.08272083389015 1.0008582768322
"1021" 1250 1360.75 105 "Neuhausen-Nymphenburg" 3 1 1 24 1.08798410055326 1.08272083389015 0.961135367784455
"1022" 598.88 710.04 33 "Neuhausen-Nymphenburg" 3 1 0 68 1.08798410055326 1.08272083389015 0.961135367784455
"1023" 835 919.82 33 "Neuhausen-Nymphenburg" 3 1 0 35 1.08798410055326 1.08272083389015 0.961135367784455
"1024" 416.64 445.76 28 "Neuhausen-Nymphenburg" 3 1 0 132 1.08798410055326 1.08272083389015 1.0008582768322
"1025" 765 849.97 59 "Neuhausen-Nymphenburg" 3 1 0 124 1.08798410055326 1.08272083389015 1.0008582768322
"1026" 850 903.13 47 "Neuhausen-Nymphenburg" 3 1 1 8 1.08798410055326 1.08272083389015 0.961135367784455
"1027" 1501.01 1709.07 91 "Neuhausen-Nymphenburg" 3 0 1 19 1.08798410055326 1.08272083389015 0.961135367784455
"1028" 1160 1309.2 80 "Neuhausen-Nymphenburg" 3 0 0 129 1.08798410055326 1.08272083389015 1.0008582768322
"1029" 343.96 434.27 49 "Neuhausen-Nymphenburg" 2 1 1 33 1.08798410055326 1.08272083389015 0.961135367784455
"1030" 523.78 637.34 72 "Neuhausen-Nymphenburg" 3 0 0 56 1.08798410055326 1.08272083389015 0.961135367784455
"1031" 1050 1194.92 68 "Neuhausen-Nymphenburg" 2 1 0 69 1.08798410055326 1.08272083389015 0.961135367784455
"1032" 753.3 830.14 68 "Neuhausen-Nymphenburg" 2 1 0 218 1.08798410055326 1.08272083389015 1.0008582768322
"1033" 753.44 1018.72 86 "Neuhausen-Nymphenburg" 2 0 1 22 0.543992050276629 1.08272083389015 0.961135367784455
"1034" 1840 2032.04 112 "Neuhausen-Nymphenburg" 4 0 0 22 1.08798410055326 1.08272083389015 0.961135367784455
"1035" 873.54 951.51 69 "Neuhausen-Nymphenburg" 4 0 0 100 1.08798410055326 1.08272083389015 0.961135367784455
"1036" 1500 1536 95 "Neuhausen-Nymphenburg" 4 0 0 137 1.08798410055326 1.08272083389015 1.0008582768322
"1037" 1569.5 1682.98 103 "Neuhausen-Nymphenburg" 4 0 0 70 1.08798410055326 1.08272083389015 0.961135367784455
"1038" 1979 2015.69 101 "Neuhausen-Nymphenburg" 3 0 0 42 1.08798410055326 1.08272083389015 0.961135367784455
"1039" 580.72 645.72 68 "Neuhausen-Nymphenburg" 3 0 0 159 1.08798410055326 1.08272083389015 1.0008582768322
"1040" 575.93 620 39 "Neuhausen-Nymphenburg" 3 0 0 128 1.08798410055326 1.08272083389015 1.0008582768322
"1041" 1600 1750.44 112 "Neuhausen-Nymphenburg" 3 0 0 160 1.08798410055326 1.08272083389015 1.0008582768322
"1042" 550 630 60 "Neuhausen-Nymphenburg" 3 0 1 47 1.08798410055326 1.08272083389015 0.961135367784455
"1043" 1250 1411.65 65 "Neuhausen-Nymphenburg" 3 1 1 36 0.543992050276629 0.541360416945076 0.961135367784455
"1044" 1322 1495.5 90 "Neuhausen-Nymphenburg" 4 0 0 91 1.08798410055326 1.08272083389015 0.961135367784455
"1045" 1390.63 1618.43 105 "Neuhausen-Nymphenburg" 2 0 0 45 1.08798410055326 1.08272083389015 0.961135367784455
"1046" 960 1110.8 80 "Neuhausen-Nymphenburg" 4 0 1 67 1.08798410055326 1.08272083389015 0.961135367784455
"1047" 650 736.74 39 "Neuhausen-Nymphenburg" 3 0 1 25 1.08798410055326 1.08272083389015 0.961135367784455
"1048" 494 595.28 76 "Neuhausen-Nymphenburg" 3 0 0 80 1.08798410055326 1.08272083389015 0.961135367784455
"1049" 687.5 838.5 109 "Neuhausen-Nymphenburg" 3 0 1 54 1.08798410055326 1.08272083389015 0.961135367784455
"1050" 2570 2702.4 140 "Neuhausen-Nymphenburg" 3 0 1 29 1.08798410055326 1.08272083389015 0.961135367784455
"1051" 501 578.19 39 "Neuhausen-Nymphenburg" 2 1 0 182 1.08798410055326 1.08272083389015 1.0008582768322
"1052" 1450 1558.36 84 "Neuhausen-Nymphenburg" 3 1 1 12 1.08798410055326 1.08272083389015 0.961135367784455
"1053" 970.92 1055.92 72 "Neuhausen-Nymphenburg" 3 1 0 113 1.08798410055326 1.08272083389015 0.961135367784455
"1054" 665.74 854.93 97 "Neuhausen-Nymphenburg" 2 1 0 64 1.08798410055326 1.08272083389015 0.961135367784455
"1055" 800 870 67 "Neuhausen-Nymphenburg" 2 1 0 64 0.543992050276629 0.541360416945076 0.961135367784455
"1056" 277.01 353.18 44 "Neuhausen-Nymphenburg" 2 1 0 277 1.08798410055326 1.08272083389015 1.18452668384622
"1057" 1190.6 1371.85 83 "Neuhausen-Nymphenburg" 2 1 0 76 0.543992050276629 0.541360416945076 0.961135367784455
"1058" 749 875.67 59 "Neuhausen-Nymphenburg" 3 1 0 31 1.08798410055326 1.08272083389015 0.961135367784455
"1059" 820 888 50 "Neuhausen-Nymphenburg" 3 0 1 24 1.08798410055326 1.08272083389015 0.961135367784455
"1060" 790 880 45 "Neuhausen-Nymphenburg" 2 0 1 35 1.08798410055326 1.08272083389015 0.961135367784455
"1061" 840 915 43 "Neuhausen-Nymphenburg" 2 0 1 7 1.08798410055326 1.08272083389015 0.961135367784455
"1062" 750 840 56 "Neuhausen-Nymphenburg" 2 0 1 22 1.08798410055326 1.08272083389015 0.961135367784455
"1063" 898 970.48 44 "Neuhausen-Nymphenburg" 2 0 0 38 1.08798410055326 1.08272083389015 0.961135367784455
"1064" 1472 1639.95 85 "Neuhausen-Nymphenburg" 4 0 0 80 1.08798410055326 1.08272083389015 0.961135367784455
"1065" 1380 1462.7 55 "Neuhausen-Nymphenburg" 3 0 0 14 0.543992050276629 0.541360416945076 0.961135367784455
"1066" 1100 1230 62 "Neuhausen-Nymphenburg" 3 1 1 5 1.08798410055326 1.08272083389015 0.961135367784455
"1067" 1564 1779.2 90 "Neuhausen-Nymphenburg" 4 0 1 30 1.08798410055326 1.08272083389015 0.961135367784455
"1068" 1170 1264 75 "Neuhausen-Nymphenburg" 2 1 1 31 1.08798410055326 1.08272083389015 0.961135367784455
"1069" 528 536.59 27 "Neuhausen-Nymphenburg" 2 1 1 34 1.08798410055326 1.08272083389015 0.961135367784455
"1070" 600 657.72 36 "Neuhausen-Nymphenburg" 2 1 0 302 1.08798410055326 1.08272083389015 1.18452668384622
"1071" 850 955.5 50 "Neuhausen-Nymphenburg" 2 1 1 71 1.08798410055326 1.08272083389015 0.961135367784455
"1072" 850 920 57 "Neuhausen-Nymphenburg" 3 0 1 27 1.08798410055326 1.08272083389015 0.961135367784455
"1073" 662.56 700 36 "Neuhausen-Nymphenburg" 3 1 1 27 1.08798410055326 1.08272083389015 0.961135367784455
"1074" 495 568.76 32 "Neuhausen-Nymphenburg" 3 1 1 44 1.08798410055326 1.08272083389015 0.961135367784455
"1075" 500 544 30 "Neuhausen-Nymphenburg" 3 1 0 137 1.08798410055326 1.08272083389015 1.0008582768322
"1076" 970 1058.29 63 "Neuhausen-Nymphenburg" 3 0 1 23 0.543992050276629 0.541360416945076 0.961135367784455
"1077" 512 631 25 "Neuhausen-Nymphenburg" 3 1 1 1 1.08798410055326 1.08272083389015 0.961135367784455
"1078" 790 982.4 90 "Neuhausen-Nymphenburg" 2 1 0 139 0.543992050276629 0.541360416945076 1.0008582768322
"1079" 990 1132.84 88 "Neuhausen-Nymphenburg" 2 0 0 93 0.543992050276629 0.541360416945076 0.961135367784455
"1080" 561 681.84 52 "Neuhausen-Nymphenburg" 2 0 0 256 1.08798410055326 1.08272083389015 1.18452668384622
"1081" 1550 1649.4 70 "Neuhausen-Nymphenburg" 3 0 1 36 0.543992050276629 0.541360416945076 0.961135367784455
"1082" 745 884.32 73 "Neuhausen-Nymphenburg" 3 1 0 178 1.08798410055326 1.08272083389015 1.0008582768322
"1083" 1588 1743 97 "Neuhausen-Nymphenburg" 3 1 0 36 0.543992050276629 0.541360416945076 0.961135367784455
"1084" 629 686.32 56 "Neuhausen-Nymphenburg" 2 1 0 468 1.08798410055326 1.08272083389015 1.18452668384622
"1085" 830 971 50 "Neuhausen-Nymphenburg" 2 1 0 50 1.08798410055326 1.08272083389015 0.961135367784455
"1086" 498.16 551.36 38 "Neuhausen-Nymphenburg" 2 1 1 21 0.543992050276629 0.541360416945076 0.961135367784455
"1087" 1180 1324.75 75 "Neuhausen-Nymphenburg" 2 1 0 80 0.543992050276629 0.541360416945076 0.961135367784455
"1088" 800 994.79 69 "Neuhausen-Nymphenburg" 3 0 1 44 1.08798410055326 1.08272083389015 0.961135367784455
"1089" 748 794.48 44 "Neuhausen-Nymphenburg" 2 1 1 4 1.08798410055326 1.08272083389015 0.961135367784455
"1090" 736.04 831.35 71 "Neuhausen-Nymphenburg" 3 0 0 279 1.08798410055326 1.08272083389015 1.18452668384622
"1091" 1500 1340.92 84 "Neuhausen-Nymphenburg" 3 1 0 38 1.08798410055326 1.08272083389015 0.961135367784455
"1092" 1031 1157 80 "Neuhausen-Nymphenburg" 3 1 0 59 1.08798410055326 1.08272083389015 0.961135367784455
"1093" 371.3 433.45 55 "Neuhausen-Nymphenburg" 3 1 1 9 0.543992050276629 0.541360416945076 0.961135367784455
"1094" 850 922.02 47 "Neuhausen-Nymphenburg" 3 1 1 34 1.08798410055326 1.08272083389015 0.961135367784455
"1095" 765 705 100 "Neuhausen-Nymphenburg" 4 0 0 566 1.08798410055326 1.08272083389015 1.18452668384622
"1096" 1240 1490 70 "Neuhausen-Nymphenburg" 3 0 1 3 1.08798410055326 1.08272083389015 0.961135367784455
"1097" 1723 1905.22 118 "Neuhausen-Nymphenburg" 3 0 1 4 1.08798410055326 1.08272083389015 0.961135367784455
