"nm" "bkm" "wfl" "SBez" "lage.15" "Makrolage" "NeuerVertrag" "dauermv" "gew.HH_Total" "gew.HH_Erw" "gew.md"
"1625" 727.7 781.1 60 "Berg am Laim" 2 0 0 91 0.543992050276629 0.541360416945076 0.961135367784455
"1626" 590 684.8 36 "Berg am Laim" 2 0 0 106 1.08798410055326 1.08272083389015 0.961135367784455
"1627" 927.2 1000 70 "Berg am Laim" 3 0 1 28 1.08798410055326 1.08272083389015 0.961135367784455
"1628" 779.91 897.71 67 "Berg am Laim" 2 0 0 135 1.08798410055326 1.08272083389015 1.0008582768322
"1629" 1025 967.79 79 "Berg am Laim" 2 0 1 31 1.08798410055326 1.08272083389015 0.961135367784455
"1630" 668.8 726 55 "Berg am Laim" 2 0 0 60 1.08798410055326 1.08272083389015 0.961135367784455
"1631" 656.43 729.88 65 "Berg am Laim" 3 0 0 278 0.543992050276629 0.541360416945076 1.18452668384622
"1632" 908.73 955.15 75 "Berg am Laim" 2 0 1 34 1.08798410055326 1.08272083389015 0.961135367784455
"1633" 700 787.9 55 "Berg am Laim" 2 0 1 41 1.08798410055326 1.08272083389015 0.961135367784455
"1634" 918 1118.3 90 "Berg am Laim" 3 0 1 16 1.08798410055326 1.08272083389015 0.961135367784455
"1635" 1130 1380 75 "Berg am Laim" 2 0 0 77 1.08798410055326 1.08272083389015 0.961135367784455
"1636" 1250 1650 60 "Berg am Laim" 2 0 0 85 0.543992050276629 0.541360416945076 0.961135367784455
"1637" 825 914.16 56 "Berg am Laim" 2 0 1 38 1.08798410055326 1.08272083389015 0.961135367784455
"1638" 990 1084.35 53 "Berg am Laim" 3 0 0 51 0.543992050276629 0.541360416945076 0.961135367784455
"1639" 680 805 55 "Berg am Laim" 3 0 0 146 1.08798410055326 1.08272083389015 1.0008582768322
"1640" 915 981.64 72 "Berg am Laim" 3 0 0 176 1.08798410055326 1.08272083389015 1.0008582768322
"1641" 775 873 60 "Berg am Laim" 2 0 0 54 0.543992050276629 0.541360416945076 0.961135367784455
"1642" 999 1101.04 63 "Berg am Laim" 2 0 0 39 0.543992050276629 0.541360416945076 0.961135367784455
"1643" 813.4 956.88 62 "Berg am Laim" 2 0 0 108 1.08798410055326 1.08272083389015 0.961135367784455
"1644" 1166.03 1288.53 78 "Berg am Laim" 2 0 0 64 1.08798410055326 1.08272083389015 0.961135367784455
"1645" 773.23 683.8 49 "Berg am Laim" 2 0 0 67 1.08798410055326 1.08272083389015 0.961135367784455
"1646" 700 798.65 65 "Berg am Laim" 2 0 1 56 1.08798410055326 1.08272083389015 0.961135367784455
"1647" 725 805 47 "Berg am Laim" 2 0 0 5 1.08798410055326 1.08272083389015 0.961135367784455
"1648" 661.29 774.21 64 "Berg am Laim" 2 0 0 468 1.08798410055326 1.08272083389015 1.18452668384622
"1649" 722 791.72 64 "Berg am Laim" 2 0 0 200 1.08798410055326 1.08272083389015 1.0008582768322
"1650" 810 926.24 56 "Berg am Laim" 2 0 0 26 1.08798410055326 1.08272083389015 0.961135367784455
"1651" 720 822.02 69 "Berg am Laim" 2 0 0 632 1.08798410055326 1.08272083389015 1.18452668384622
"1652" 930 1118 63 "Berg am Laim" 2 0 1 70 1.08798410055326 1.08272083389015 0.961135367784455
"1653" 650 739.5 50 "Berg am Laim" 2 0 1 3 1.08798410055326 1.08272083389015 0.961135367784455
"1654" 935 1085.2 56 "Berg am Laim" 2 0 1 27 1.08798410055326 1.08272083389015 0.961135367784455
"1655" 1250 1255.62 78 "Berg am Laim" 2 0 1 3 0.543992050276629 0.541360416945076 0.961135367784455
"1656" 600 596.58 34 "Berg am Laim" 2 0 1 12 1.08798410055326 1.08272083389015 0.961135367784455
"1657" 660 751.5 50 "Berg am Laim" 3 0 1 59 1.08798410055326 1.08272083389015 0.961135367784455
"1658" 870 942 63 "Berg am Laim" 3 0 0 168 1.08798410055326 1.08272083389015 1.0008582768322
"1659" 1040 1154.98 62 "Berg am Laim" 3 0 1 12 1.08798410055326 1.08272083389015 0.961135367784455
"1660" 1030 1052.36 61 "Berg am Laim" 2 0 1 47 1.08798410055326 1.08272083389015 0.961135367784455
"1661" 1500 1599 100 "Berg am Laim" 2 0 0 28 1.08798410055326 1.08272083389015 0.961135367784455
"1662" 914 1031.66 73 "Berg am Laim" 2 0 0 101 1.08798410055326 1.08272083389015 0.961135367784455
"1663" 543.86 638.86 50 "Berg am Laim" 2 0 0 129 1.08798410055326 1.08272083389015 1.0008582768322
"1664" 740 933.56 49 "Berg am Laim" 2 0 1 68 1.08798410055326 1.08272083389015 0.961135367784455
"1665" 712.29 821.43 62 "Berg am Laim" 2 0 0 188 1.08798410055326 1.08272083389015 1.0008582768322
"1666" 834.12 986.26 73 "Berg am Laim" 2 0 0 174 1.08798410055326 1.08272083389015 1.0008582768322
"1667" 510 610 39 "Berg am Laim" 3 0 0 108 0.543992050276629 0.541360416945076 0.961135367784455
"1668" 800 840.07 61 "Berg am Laim" 2 0 1 13 1.08798410055326 1.08272083389015 0.961135367784455
"1669" 540 607.8 40 "Berg am Laim" 2 0 0 41 1.08798410055326 1.08272083389015 0.961135367784455
"1670" 720 824.35 55 "Berg am Laim" 2 0 0 30 1.08798410055326 1.08272083389015 0.961135367784455
"1671" 1685 1889.77 107 "Berg am Laim" 2 0 0 61 1.08798410055326 1.08272083389015 0.961135367784455
"1672" 1350 1294.72 54 "Berg am Laim" 2 0 1 16 1.08798410055326 1.08272083389015 0.961135367784455
"1673" 1135 1220.44 72 "Berg am Laim" 3 0 1 38 1.08798410055326 1.08272083389015 0.961135367784455
"1674" 816 939.52 58 "Berg am Laim" 2 0 1 27 0.543992050276629 1.08272083389015 0.961135367784455
"1675" 895 1009.6 76 "Berg am Laim" 2 0 1 16 1.08798410055326 1.08272083389015 0.961135367784455
"1676" 950 999.2 70 "Berg am Laim" 2 0 1 50 1.08798410055326 1.08272083389015 0.961135367784455
"1677" 950 917.44 56 "Berg am Laim" 2 0 1 26 0.543992050276629 0.541360416945076 0.961135367784455
"1678" 541.1 594.14 51 "Berg am Laim" 2 0 1 47 1.08798410055326 1.08272083389015 0.961135367784455
"1679" 970 1077.4 60 "Berg am Laim" 2 0 1 6 0.543992050276629 0.541360416945076 0.961135367784455
"1680" 833 933 56 "Berg am Laim" 2 0 0 93 1.08798410055326 1.08272083389015 0.961135367784455
"1681" 850 892.75 55 "Berg am Laim" 2 0 1 16 1.08798410055326 1.08272083389015 0.961135367784455
"1682" 1053.5 1202.38 71 "Berg am Laim" 2 0 0 86 1.08798410055326 1.08272083389015 0.961135367784455
"1683" 1375 1712 90 "Berg am Laim" 2 0 0 26 1.08798410055326 1.08272083389015 0.961135367784455
"1684" 720 820 55 "Berg am Laim" 2 0 0 156 1.08798410055326 1.08272083389015 1.0008582768322
"1685" 715 825.54 57 "Berg am Laim" 2 0 1 60 1.08798410055326 1.08272083389015 0.961135367784455
"1686" 683.18 831.34 81 "Berg am Laim" 2 0 0 424 0.543992050276629 0.541360416945076 1.18452668384622
"1687" 711.24 768.44 55 "Berg am Laim" 2 0 0 235 1.08798410055326 1.08272083389015 1.0008582768322
"1688" 1163 1263 65 "Berg am Laim" 3 0 1 18 1.08798410055326 1.08272083389015 0.961135367784455
"1689" 1660 1733.91 129 "Berg am Laim" 3 0 0 191 1.08798410055326 1.08272083389015 1.0008582768322
"1690" 874 1071.68 88 "Trudering-Riem" 3 0 0 384 0.543992050276629 0.541360416945076 1.18452668384622
"1691" 794.32 871.72 48 "Trudering-Riem" 3 0 0 130 1.08798410055326 1.08272083389015 1.0008582768322
"1692" 1550 1626.26 94 "Trudering-Riem" 2 0 1 7 0.543992050276629 1.08272083389015 0.961135367784455
"1693" 1240 1267.95 105 "Trudering-Riem" 3 0 1 4 1.08798410055326 1.08272083389015 0.961135367784455
"1694" 1198.69 1198.69 87 "Trudering-Riem" 2 0 1 14 1.08798410055326 1.08272083389015 0.961135367784455
"1695" 1530 1746.46 86 "Trudering-Riem" 2 0 1 27 1.08798410055326 1.08272083389015 0.961135367784455
"1696" 840 915.88 58 "Trudering-Riem" 3 0 1 59 1.08798410055326 1.08272083389015 0.961135367784455
"1697" 650 743.5 50 "Trudering-Riem" 3 0 1 15 1.08798410055326 1.08272083389015 0.961135367784455
"1698" 1550 1664.04 89 "Trudering-Riem" 3 0 0 46 1.08798410055326 1.08272083389015 0.961135367784455
"1699" 1410 1510.62 98 "Trudering-Riem" 3 0 0 54 0.543992050276629 0.541360416945076 0.961135367784455
"1700" 1049.04 1134.79 54 "Trudering-Riem" 2 0 1 18 0.543992050276629 0.541360416945076 0.961135367784455
"1701" 1320.96 1400 76 "Trudering-Riem" 3 0 1 10 0.543992050276629 0.541360416945076 0.961135367784455
"1702" 1550 1698.75 125 "Trudering-Riem" 3 0 1 10 1.08798410055326 1.08272083389015 0.961135367784455
"1703" 810 974.19 61 "Trudering-Riem" 2 0 1 12 0.543992050276629 0.541360416945076 0.961135367784455
"1704" 978.93 1057.63 85 "Trudering-Riem" 2 0 0 176 1.08798410055326 1.08272083389015 1.0008582768322
"1705" 1342.46 1557.8 104 "Trudering-Riem" 3 0 0 159 1.08798410055326 1.08272083389015 1.0008582768322
"1706" 340 431.46 46 "Trudering-Riem" 3 0 1 23 1.08798410055326 1.08272083389015 0.961135367784455
"1707" 1100 1208.7 59 "Trudering-Riem" 3 0 1 27 1.08798410055326 1.08272083389015 0.961135367784455
"1708" 844.53 977.32 63 "Trudering-Riem" 3 0 0 86 1.08798410055326 1.08272083389015 0.961135367784455
"1709" 1035.3 1166.52 98 "Trudering-Riem" 3 0 0 106 1.08798410055326 1.08272083389015 0.961135367784455
"1710" 650 750 40 "Trudering-Riem" 3 0 0 11 1.08798410055326 1.08272083389015 0.961135367784455
"1711" 800 882.05 55 "Trudering-Riem" 3 0 1 42 1.08798410055326 1.08272083389015 0.961135367784455
"1712" 1150 1279.45 85 "Trudering-Riem" 2 0 0 44 1.08798410055326 1.08272083389015 0.961135367784455
"1713" 680 809.02 51 "Trudering-Riem" 3 0 0 42 1.08798410055326 1.08272083389015 0.961135367784455
"1714" 892 938.51 69 "Trudering-Riem" 2 0 1 7 1.08798410055326 1.08272083389015 0.961135367784455
"1715" 452 442.56 26 "Trudering-Riem" 3 0 0 57 1.08798410055326 1.08272083389015 0.961135367784455
"1716" 1240 1490 73 "Trudering-Riem" 3 0 0 27 1.08798410055326 1.08272083389015 0.961135367784455
"1717" 1325 1474.05 85 "Trudering-Riem" 3 0 0 84 1.08798410055326 1.08272083389015 0.961135367784455
"1718" 1185 1262.69 73 "Trudering-Riem" 3 0 1 44 1.08798410055326 1.08272083389015 0.961135367784455
"1719" 1800 1922.95 105 "Trudering-Riem" 3 0 1 14 1.08798410055326 1.08272083389015 0.961135367784455
"1720" 1300 1392.64 78 "Trudering-Riem" 3 0 0 91 1.08798410055326 1.08272083389015 0.961135367784455
"1721" 1157.66 1304.2 60 "Trudering-Riem" 2 0 0 38 1.08798410055326 1.08272083389015 0.961135367784455
"1722" 1065 1109.76 67 "Trudering-Riem" 3 0 1 17 1.08798410055326 1.08272083389015 0.961135367784455
"1723" 519.17 614.92 44 "Trudering-Riem" 3 0 0 119 1.08798410055326 1.08272083389015 0.961135367784455
"1724" 870 943.94 58 "Trudering-Riem" 3 0 1 28 1.08798410055326 1.08272083389015 0.961135367784455
"1725" 900 996.51 69 "Trudering-Riem" 2 0 1 20 0.543992050276629 0.541360416945076 0.961135367784455
"1726" 746 920.74 62 "Trudering-Riem" 3 0 0 153 1.08798410055326 1.08272083389015 1.0008582768322
"1727" 1005.36 1230.92 88 "Trudering-Riem" 3 0 0 181 1.08798410055326 1.08272083389015 1.0008582768322
"1728" 1230 1345.16 84 "Trudering-Riem" 3 0 0 352 1.08798410055326 1.08272083389015 1.18452668384622
"1729" 795 882.08 52 "Trudering-Riem" 3 0 1 71 1.08798410055326 1.08272083389015 0.961135367784455
"1730" 909 1020.96 74 "Trudering-Riem" 3 0 0 140 1.08798410055326 1.08272083389015 1.0008582768322
"1731" 1975 2235 103 "Trudering-Riem" 2 0 1 9 1.08798410055326 1.08272083389015 0.961135367784455
"1732" 705 775 63 "Trudering-Riem" 3 0 0 214 1.08798410055326 1.08272083389015 1.0008582768322
"1733" 730 842.03 59 "Trudering-Riem" 3 0 0 84 1.08798410055326 1.08272083389015 0.961135367784455
"1734" 650 699.5 50 "Trudering-Riem" 3 0 0 22 1.08798410055326 1.08272083389015 0.961135367784455
"1735" 920 1030.08 72 "Trudering-Riem" 3 0 0 128 1.08798410055326 1.08272083389015 1.0008582768322
"1736" 398.7 418.26 24 "Trudering-Riem" 3 0 0 140 1.08798410055326 1.08272083389015 1.0008582768322
"1737" 760 816.08 56 "Trudering-Riem" 3 0 0 104 1.08798410055326 1.08272083389015 0.961135367784455
"1738" 1085 1232.55 85 "Trudering-Riem" 3 0 1 69 1.08798410055326 1.08272083389015 0.961135367784455
"1739" 1700 1909 128 "Trudering-Riem" 3 0 1 49 1.08798410055326 1.08272083389015 0.961135367784455
"1740" 1160 1243.82 74 "Trudering-Riem" 3 0 0 40 1.08798410055326 1.08272083389015 0.961135367784455
"1741" 550 579.87 31 "Trudering-Riem" 2 0 0 23 1.08798410055326 1.08272083389015 0.961135367784455
"1742" 1102 1185.1 67 "Trudering-Riem" 2 0 1 9 1.08798410055326 1.08272083389015 0.961135367784455
"1743" 1450 1546.68 97 "Trudering-Riem" 3 0 0 132 1.08798410055326 1.08272083389015 1.0008582768322
"1744" 920 1020 40 "Trudering-Riem" 3 0 1 25 1.08798410055326 1.08272083389015 0.961135367784455
"1745" 657.34 697.3 36 "Trudering-Riem" 3 0 0 15 1.08798410055326 1.08272083389015 0.961135367784455
"1746" 1075 1231.22 71 "Trudering-Riem" 3 0 1 4 1.08798410055326 1.08272083389015 0.961135367784455
"1747" 871.38 972.44 74 "Trudering-Riem" 2 0 0 47 0.543992050276629 0.541360416945076 0.961135367784455
"1748" 755.46 847.97 79 "Trudering-Riem" 3 0 0 393 1.08798410055326 1.08272083389015 1.18452668384622
"1749" 414.1 582.14 60 "Ramersdorf-Perlach" 2 0 1 41 1.08798410055326 1.08272083389015 0.961135367784455
"1750" 1035 1154.98 69 "Ramersdorf-Perlach" 3 0 0 45 1.08798410055326 1.08272083389015 0.961135367784455
"1751" 1300 1445.62 78 "Ramersdorf-Perlach" 3 0 1 7 0.543992050276629 0.541360416945076 0.961135367784455
"1752" 1010 1116.7 65 "Ramersdorf-Perlach" 2 0 1 24 1.08798410055326 1.08272083389015 0.961135367784455
"1753" 508 683.45 55 "Ramersdorf-Perlach" 2 0 0 98 1.08798410055326 1.08272083389015 0.961135367784455
"1754" 817.65 1027.36 84 "Ramersdorf-Perlach" 3 0 1 3 0.543992050276629 1.08272083389015 0.961135367784455
"1755" 900 1020 59 "Ramersdorf-Perlach" 2 0 1 48 1.08798410055326 1.08272083389015 0.961135367784455
"1756" 980 1142.8 56 "Ramersdorf-Perlach" 3 0 1 15 0.543992050276629 0.541360416945076 0.961135367784455
"1757" 850 954.02 38 "Ramersdorf-Perlach" 2 0 1 9 1.08798410055326 1.08272083389015 0.961135367784455
"1758" 2342.8 2538 160 "Ramersdorf-Perlach" 3 0 0 41 1.08798410055326 0.541360416945076 0.961135367784455
"1759" 804 936.85 55 "Ramersdorf-Perlach" 2 0 0 52 1.08798410055326 1.08272083389015 0.961135367784455
"1760" 2100 2317.44 86 "Ramersdorf-Perlach" 2 0 1 24 0.543992050276629 1.08272083389015 0.961135367784455
"1761" 1280 1430 61 "Ramersdorf-Perlach" 2 0 1 11 1.08798410055326 1.08272083389015 0.961135367784455
"1762" 1410 1543.48 94 "Ramersdorf-Perlach" 2 0 0 9 0.543992050276629 0.541360416945076 0.961135367784455
"1763" 965 1160 75 "Ramersdorf-Perlach" 2 0 1 30 1.08798410055326 1.08272083389015 0.961135367784455
"1764" 915 1053.8 70 "Ramersdorf-Perlach" 2 0 0 144 1.08798410055326 1.08272083389015 1.0008582768322
"1765" 865 943.93 67 "Ramersdorf-Perlach" 2 0 1 9 1.08798410055326 1.08272083389015 0.961135367784455
"1766" 970 1120 65 "Ramersdorf-Perlach" 3 0 1 37 1.08798410055326 1.08272083389015 0.961135367784455
"1767" 894.59 961.27 88 "Ramersdorf-Perlach" 2 0 0 325 1.08798410055326 1.08272083389015 1.18452668384622
"1768" 660 762.04 54 "Ramersdorf-Perlach" 2 0 0 414 1.08798410055326 1.08272083389015 1.18452668384622
"1769" 583 706.36 37 "Ramersdorf-Perlach" 2 0 0 58 1.08798410055326 1.08272083389015 0.961135367784455
"1770" 431 525.65 71 "Ramersdorf-Perlach" 2 0 0 464 1.08798410055326 1.08272083389015 1.18452668384622
"1771" 775 865.2 60 "Ramersdorf-Perlach" 2 0 0 70 1.08798410055326 1.08272083389015 0.961135367784455
"1772" 1490 1613.4 84 "Ramersdorf-Perlach" 3 0 1 55 1.08798410055326 1.08272083389015 0.961135367784455
"1773" 812 848 80 "Ramersdorf-Perlach" 3 0 0 150 1.08798410055326 1.08272083389015 1.0008582768322
"1774" 1450 1596.83 77 "Ramersdorf-Perlach" 3 0 0 52 1.08798410055326 1.08272083389015 0.961135367784455
"1775" 1280 1500 85 "Ramersdorf-Perlach" 2 0 0 66 1.08798410055326 1.08272083389015 0.961135367784455
"1776" 1732 1989 112 "Ramersdorf-Perlach" 2 0 0 32 1.08798410055326 1.08272083389015 0.961135367784455
"1777" 1490 1547.22 118 "Ramersdorf-Perlach" 3 0 1 31 1.08798410055326 1.08272083389015 0.961135367784455
"1778" 799.15 892.94 83 "Ramersdorf-Perlach" 2 0 0 505 1.08798410055326 1.08272083389015 1.18452668384622
"1779" 636 785.72 72 "Ramersdorf-Perlach" 2 0 0 113 0.543992050276629 0.541360416945076 0.961135367784455
"1780" 870 1042.35 69 "Ramersdorf-Perlach" 3 0 0 131 1.08798410055326 1.08272083389015 1.0008582768322
"1781" 500 548.2 55 "Ramersdorf-Perlach" 2 0 0 86 1.08798410055326 1.08272083389015 0.961135367784455
"1782" 1480 1615.37 103 "Ramersdorf-Perlach" 2 0 1 3 0.543992050276629 0.541360416945076 0.961135367784455
"1783" 775 854.44 56 "Ramersdorf-Perlach" 2 0 0 31 1.08798410055326 1.08272083389015 0.961135367784455
"1784" 1182 1314 100 "Ramersdorf-Perlach" 2 0 0 103 0.543992050276629 0.541360416945076 0.961135367784455
"1785" 483 531.34 42 "Ramersdorf-Perlach" 2 0 0 206 1.08798410055326 1.08272083389015 1.0008582768322
"1786" 430 667.9 54 "Ramersdorf-Perlach" 2 0 0 116 1.08798410055326 1.08272083389015 0.961135367784455
"1787" 760 863.2 80 "Ramersdorf-Perlach" 2 0 1 7 0.543992050276629 0.541360416945076 0.961135367784455
"1788" 1323 1427.5 65 "Ramersdorf-Perlach" 3 0 0 77 1.08798410055326 1.08272083389015 0.961135367784455
"1789" 635.8 698.8 50 "Ramersdorf-Perlach" 3 0 0 73 0.543992050276629 0.541360416945076 0.961135367784455
"1790" 747.27 921.97 70 "Ramersdorf-Perlach" 2 0 0 312 1.08798410055326 1.08272083389015 1.18452668384622
"1791" 470 523.82 29 "Ramersdorf-Perlach" 2 0 0 89 1.08798410055326 1.08272083389015 0.961135367784455
"1792" 908 1020.2 76 "Ramersdorf-Perlach" 2 0 0 257 1.08798410055326 1.08272083389015 1.18452668384622
"1793" 673.61 786.11 75 "Ramersdorf-Perlach" 2 0 0 162 1.08798410055326 1.08272083389015 1.0008582768322
"1794" 1440 1585.5 95 "Ramersdorf-Perlach" 2 0 1 13 1.08798410055326 1.08272083389015 0.961135367784455
"1795" 1310 1562.26 73 "Ramersdorf-Perlach" 2 0 1 33 1.08798410055326 1.08272083389015 0.961135367784455
"1796" 650 748.12 52 "Ramersdorf-Perlach" 2 0 1 65 1.08798410055326 1.08272083389015 0.961135367784455
"1797" 800 883.45 55 "Ramersdorf-Perlach" 2 0 1 4 1.08798410055326 1.08272083389015 0.961135367784455
"1798" 636.52 804.75 76 "Ramersdorf-Perlach" 2 0 0 291 1.08798410055326 1.08272083389015 1.18452668384622
"1799" 460 514.66 54 "Ramersdorf-Perlach" 2 0 0 271 1.08798410055326 1.08272083389015 1.18452668384622
"1800" 667 779.36 63 "Ramersdorf-Perlach" 2 0 0 240 1.08798410055326 1.08272083389015 1.0008582768322
"1801" 520 628.12 44 "Ramersdorf-Perlach" 2 0 0 85 1.08798410055326 1.08272083389015 0.961135367784455
"1802" 831.15 1006.1 81 "Ramersdorf-Perlach" 2 0 0 167 1.08798410055326 1.08272083389015 1.0008582768322
"1803" 419.88 558.48 81 "Ramersdorf-Perlach" 2 0 0 611 1.08798410055326 1.08272083389015 1.18452668384622
"1804" 460 530.08 38 "Ramersdorf-Perlach" 2 0 1 39 1.08798410055326 1.08272083389015 0.961135367784455
"1805" 1100 1045.7 90 "Ramersdorf-Perlach" 2 0 1 39 1.08798410055326 1.08272083389015 0.961135367784455
"1806" 864.08 943.12 76 "Ramersdorf-Perlach" 2 0 0 633 1.08798410055326 1.08272083389015 1.18452668384622
"1807" 997 1155.33 81 "Ramersdorf-Perlach" 2 0 1 35 1.08798410055326 1.08272083389015 0.961135367784455
"1808" 1192.63 1347.63 95 "Ramersdorf-Perlach" 2 0 0 51 0.543992050276629 0.541360416945076 0.961135367784455
"1809" 1300 1346.74 79 "Ramersdorf-Perlach" 3 0 1 17 1.08798410055326 1.08272083389015 0.961135367784455
"1810" 640 660.39 41 "Ramersdorf-Perlach" 2 0 1 17 1.08798410055326 1.08272083389015 0.961135367784455
"1811" 880 980 58 "Ramersdorf-Perlach" 2 0 1 29 1.08798410055326 1.08272083389015 0.961135367784455
"1812" 647 747 58 "Ramersdorf-Perlach" 2 0 0 38 1.08798410055326 1.08272083389015 0.961135367784455
"1813" 920 1070 65 "Ramersdorf-Perlach" 3 0 0 244 1.08798410055326 1.08272083389015 1.18452668384622
"1814" 1750 2000 135 "Ramersdorf-Perlach" 3 0 1 56 1.08798410055326 1.08272083389015 0.961135367784455
"1815" 674.29 750 67 "Ramersdorf-Perlach" 3 0 1 38 1.08798410055326 1.08272083389015 0.961135367784455
"1816" 1185 1261.83 77 "Ramersdorf-Perlach" 3 0 1 7 1.08798410055326 1.08272083389015 0.961135367784455
"1817" 755 907.2 63 "Ramersdorf-Perlach" 3 0 0 34 1.08798410055326 1.08272083389015 0.961135367784455
"1818" 594 620.26 58 "Ramersdorf-Perlach" 3 0 0 194 1.08798410055326 1.08272083389015 1.0008582768322
"1819" 513 587.92 46 "Ramersdorf-Perlach" 3 0 0 186 1.08798410055326 1.08272083389015 1.0008582768322
"1820" 734 793.45 55 "Ramersdorf-Perlach" 3 0 0 63 1.08798410055326 1.08272083389015 0.961135367784455
"1821" 1810 2003.97 99 "Ramersdorf-Perlach" 2 0 1 39 1.08798410055326 1.08272083389015 0.961135367784455
"1822" 1390 1553 75 "Ramersdorf-Perlach" 2 0 1 37 1.08798410055326 1.08272083389015 0.961135367784455
"1823" 650 694.02 38 "Ramersdorf-Perlach" 2 0 1 10 1.08798410055326 1.08272083389015 0.961135367784455
"1824" 828.02 978.21 69 "Ramersdorf-Perlach" 2 0 0 94 0.543992050276629 0.541360416945076 0.961135367784455
"1825" 1160 1300 90 "Ramersdorf-Perlach" 2 0 1 1 1.08798410055326 1.08272083389015 0.961135367784455
"1826" 950 1140 53 "Ramersdorf-Perlach" 2 0 1 7 1.08798410055326 1.08272083389015 0.961135367784455
"1827" 1400 1530.01 89 "Ramersdorf-Perlach" 2 0 1 41 1.08798410055326 1.08272083389015 0.961135367784455
"1828" 975 1129.2 81 "Ramersdorf-Perlach" 3 0 0 153 0.543992050276629 0.541360416945076 1.0008582768322
"1829" 710 821.56 58 "Ramersdorf-Perlach" 2 0 0 63 1.08798410055326 1.08272083389015 0.961135367784455
"1830" 1097 1245 80 "Ramersdorf-Perlach" 2 0 1 20 1.08798410055326 1.08272083389015 0.961135367784455
"1831" 831.3 923.38 83 "Ramersdorf-Perlach" 2 0 0 318 1.08798410055326 1.08272083389015 1.18452668384622
"1832" 718.47 820.03 74 "Ramersdorf-Perlach" 2 0 0 429 1.08798410055326 1.08272083389015 1.18452668384622
"1833" 751 916.3 89 "Ramersdorf-Perlach" 2 0 0 183 1.08798410055326 1.08272083389015 1.0008582768322
"1834" 1270 1434.06 78 "Ramersdorf-Perlach" 2 0 0 31 1.08798410055326 1.08272083389015 0.961135367784455
"1835" 732.34 862.1 85 "Ramersdorf-Perlach" 2 0 0 458 1.08798410055326 1.08272083389015 1.18452668384622
"1836" 980 995.08 88 "Ramersdorf-Perlach" 2 0 0 549 1.08798410055326 1.08272083389015 1.18452668384622
"1837" 977 1075.63 79 "Ramersdorf-Perlach" 3 0 0 148 1.08798410055326 1.08272083389015 1.0008582768322
"1838" 2675 2660.35 145 "Ramersdorf-Perlach" 2 0 1 13 0.543992050276629 1.08272083389015 0.961135367784455
"1839" 1020 1133.64 72 "Ramersdorf-Perlach" 2 0 1 41 1.08798410055326 1.08272083389015 0.961135367784455
"1840" 1200 1315.4 68 "Ramersdorf-Perlach" 2 0 1 41 1.08798410055326 1.08272083389015 0.961135367784455
"1841" 1000 1250 52 "Ramersdorf-Perlach" 3 0 0 14 1.08798410055326 1.08272083389015 0.961135367784455
"1842" 970 1060.54 63 "Ramersdorf-Perlach" 3 0 0 59 1.08798410055326 1.08272083389015 0.961135367784455
"1843" 990 1094.16 72 "Ramersdorf-Perlach" 3 0 0 49 1.08798410055326 1.08272083389015 0.961135367784455
"1844" 751 831.2 60 "Ramersdorf-Perlach" 2 0 1 43 1.08798410055326 1.08272083389015 0.961135367784455
"1845" 1205.58 1348.45 113 "Ramersdorf-Perlach" 2 0 0 192 1.08798410055326 1.08272083389015 1.0008582768322
"1846" 547.47 581.79 33 "Ramersdorf-Perlach" 2 0 0 73 1.08798410055326 1.08272083389015 0.961135367784455
"1847" 608.1 644.5 35 "Ramersdorf-Perlach" 2 0 1 38 1.08798410055326 1.08272083389015 0.961135367784455
"1848" 1205 1371.8 110 "Ramersdorf-Perlach" 3 0 0 173 1.08798410055326 1.08272083389015 1.0008582768322
"1849" 1118.94 1267.98 96 "Ramersdorf-Perlach" 3 0 0 317 1.08798410055326 1.08272083389015 1.18452668384622
"1850" 725.65 833.6 60 "Ramersdorf-Perlach" 2 0 1 26 1.08798410055326 1.08272083389015 0.961135367784455
"1851" 795 965 56 "Ramersdorf-Perlach" 2 0 0 8 1.08798410055326 1.08272083389015 0.961135367784455
"1852" 950 1165 79 "Ramersdorf-Perlach" 2 0 0 5 0.543992050276629 0.541360416945076 0.961135367784455
"1853" 1130 1191.3 90 "Ramersdorf-Perlach" 3 0 0 81 1.08798410055326 1.08272083389015 0.961135367784455
"1854" 1265 1393.8 82 "Ramersdorf-Perlach" 2 0 1 45 1.08798410055326 1.08272083389015 0.961135367784455
"1855" 620 787.96 48 "Ramersdorf-Perlach" 2 0 0 55 1.08798410055326 1.08272083389015 0.961135367784455
"1856" 1195 1291.51 69 "Ramersdorf-Perlach" 3 0 1 7 1.08798410055326 1.08272083389015 0.961135367784455
"1857" 1339 1546 82 "Ramersdorf-Perlach" 2 0 1 38 0.543992050276629 0.541360416945076 0.961135367784455
"1858" 984 1138.57 83 "Ramersdorf-Perlach" 2 0 1 21 1.08798410055326 1.08272083389015 0.961135367784455
"1859" 770 825.32 58 "Ramersdorf-Perlach" 3 0 1 12 1.08798410055326 1.08272083389015 0.961135367784455
"1860" 892.5 940 56 "Ramersdorf-Perlach" 3 0 1 3 0.543992050276629 0.541360416945076 0.961135367784455
"1861" 1800 2000 98 "Ramersdorf-Perlach" 2 0 1 2 0.543992050276629 0.541360416945076 0.961135367784455
